Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
257403 [1, 6, 3, 1, 5] 5 [0, 3]|Found route: [POIs: (300, 294195, coffee_shop, 3.893921959316559), (4517, 294319, gas_station, 0.6638694770537268), (2787, 299711, movie_theater, 1.0598865435913178), (1909, 299711, coffee_shop, 0.0), (3973, 294123, pub_bar, 0.27614579436594017), Length: 5.893823774327544, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2401 ms|Time for KNN: 2400 ms|Heap fetches: 219|Max heap size: 118
93359 [1, 5, 1, 1, 0] 5 [0, 3]|Found route: [POIs: (1547, 103051, coffee_shop, 0.6678449594388833), (4122, 103047, pub_bar, 0.20777472906026948), (1548, 103389, coffee_shop, 0.2201596943653755), (1548, 103389, coffee_shop, 0.0), (1548, 103389, restaurant, 0.0), Length: 1.0957793828645284, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22 ms|Time for KNN: 21 ms|Heap fetches: 13|Max heap size: 7
389235 [1, 0, 0, 0, 0] 5 [1, 4]|Found route: [POIs: (900, 390195, coffee_shop, 1.1647718678611048), (900, 390195, restaurant, 0.0), (900, 390195, restaurant, 0.0), (900, 390195, restaurant, 0.0), (628, 391326, restaurant, 0.49021518794590113), Length: 1.654987055807006, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 15 ms|Time for KNN: 14 ms|Heap fetches: 8|Max heap size: 4
374451 [5, 1, 2, 5, 4] 5 [0, 3]|Found route: [POIs: (3740, 373838, pub_bar, 0.4208481368608483), (794, 373485, coffee_shop, 0.16878392376136067), (2101, 372716, atm_bank, 0.5624539280940533), (3796, 369054, pub_bar, 0.7035880043600149), (3193, 369047, pharmacy, 0.041358327670155424), Length: 1.8970323207464326, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 36 ms|Time for KNN: 35 ms|Heap fetches: 25|Max heap size: 19
26366 [1, 3, 1, 1, 2] 5 [0, 3]|Found route: [POIs: (266, 73081, coffee_shop, 1.0382845776298406), (2691, 112401, movie_theater, 0.9006404458399158), (354, 112436, coffee_shop, 0.5136853104111465), (354, 112436, coffee_shop, 0.0), (2082, 112331, atm_bank, 0.07755896590020062), Length: 2.5301692997811034, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 71 ms|Time for KNN: 71 ms|Heap fetches: 36|Max heap size: 29
84062 [6, 1, 0, 3, 1] 5 [1, 4]|Found route: [POIs: (4529, 56235, gas_station, 1.0474893846783568), (525, 56286, coffee_shop, 1.0560175910746294), (1442, 57720, restaurant, 0.2796084782048724), (2692, 57721, movie_theater, 0.019713745701063164), (317, 57718, coffee_shop, 0.05191636888311621), Length: 2.454745568542038, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 147 ms|Time for KNN: 146 ms|Heap fetches: 143|Max heap size: 36
66273 [0, 3, 4, 2, 3] 5 [1, 4]|Found route: [POIs: (11, 95231, restaurant, 6.18694367345762), (2682, 95231, movie_theater, 0.0), (2834, 95413, pharmacy, 0.15628322946978812), (2478, 95798, atm_bank, 0.13914497383226854), (2814, 98895, movie_theater, 1.9291900119475025), Length: 8.41156188870718, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22105 ms|Time for KNN: 22064 ms|Heap fetches: 3080|Max heap size: 322
192937 [3, 6, 1, 3, 3] 5 [0, 3]|Found route: [POIs: (2692, 57721, movie_theater, 5.303009760414126), (4530, 57523, gas_station, 0.7376804418143), (94, 57456, coffee_shop, 0.8556793018067478), (2782, 56332, movie_theater, 0.06354205223533095), (2782, 56332, movie_theater, 0.0), Length: 6.959911556270504, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 218 ms|Time for KNN: 218 ms|Heap fetches: 40|Max heap size: 37
193418 [1, 5, 4, 1, 6] 5 [0, 3]|Found route: [POIs: (195, 203486, coffee_shop, 4.942176328599433), (3554, 203572, pub_bar, 0.032615965690181166), (3304, 204958, pharmacy, 0.15677693366761886), (1378, 204958, coffee_shop, 0.0), (4496, 205493, gas_station, 0.7277781312112687), Length: 5.859347359168501, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 390 ms|Time for KNN: 389 ms|Heap fetches: 392|Max heap size: 76
144319 [4, 5, 0, 4, 1] 5 [0, 3]|Found route: [POIs: (2963, 143918, pharmacy, 0.511735452470913), (3460, 143918, pub_bar, 0.0), (101, 143949, restaurant, 0.2154860170718023), (2848, 143925, pharmacy, 0.07229544351092904), (101, 143949, coffee_shop, 0.07229544351092904), Length: 0.8718123565645735, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 18 ms|Time for KNN: 17 ms|Heap fetches: 23|Max heap size: 9
240766 [6, 6, 6, 2, 6] 5 [1, 4]|Found route: [POIs: (4454, 231280, gas_station, 1.9107440441986658), (4454, 231280, gas_station, 0.0), (4454, 231280, gas_station, 0.0), (2159, 229529, atm_bank, 1.080008208293115), (4388, 229810, gas_station, 0.3080058305454148), Length: 3.2987580830371956, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 64 ms|Time for KNN: 63 ms|Heap fetches: 38|Max heap size: 13
61583 [4, 3, 6, 4, 0] 5 [0, 3]|Found route: [POIs: (2898, 58520, pharmacy, 1.021126521523882), (2692, 57721, movie_theater, 0.9794184928805851), (4530, 57523, gas_station, 0.7376804418143), (3196, 58233, pharmacy, 0.6743998233464015), (1542, 58233, restaurant, 0.0), Length: 3.4126252795651686, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 387 ms|Time for KNN: 386 ms|Heap fetches: 104|Max heap size: 98
39246 [5, 3, 4, 3, 3] 5 [1, 4]|Found route: [POIs: (3441, 294123, pub_bar, 4.257376201478857), (2787, 299711, movie_theater, 0.27614579436594017), (3023, 299268, pharmacy, 0.9397354418481811), (2733, 299338, movie_theater, 0.05977419508141267), (2733, 299338, movie_theater, 0.0), Length: 5.5330316327743905, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 3342 ms|Time for KNN: 3338 ms|Heap fetches: 509|Max heap size: 434
276115 [5, 4, 0, 5, 6] 5 [0, 3]|Found route: [POIs: (4215, 275289, pub_bar, 1.5482398481198283), (3228, 275384, pharmacy, 0.08035367352366926), (2029, 275359, restaurant, 0.1631232751698417), (3816, 275431, pub_bar, 0.23028223213651733), (4539, 276224, gas_station, 0.9249582751074575), Length: 2.946957304057314, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 631 ms|Time for KNN: 629 ms|Heap fetches: 519|Max heap size: 68
293486 [4, 3, 2, 2, 3] 5 [1, 4]|Found route: [POIs: (3025, 299275, pharmacy, 1.1455564575238848), (2732, 299338, movie_theater, 0.527052478726686), (2457, 300082, atm_bank, 0.15170223608632807), (2457, 300082, atm_bank, 0.0), (2733, 299338, movie_theater, 0.15170223608632807), Length: 1.9760134084232268, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 285 ms|Time for KNN: 283 ms|Heap fetches: 199|Max heap size: 57
177452 [1, 0, 5, 1, 1] 5 [0, 3]|Found route: [POIs: (738, 177608, coffee_shop, 0.22241165132794014), (738, 177608, restaurant, 0.0), (4078, 177520, pub_bar, 0.0693533747312631), (1721, 177517, coffee_shop, 0.04750125033028739), (1721, 177517, coffee_shop, 0.0), Length: 0.33926627638949064, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 10 ms|Time for KNN: 10 ms|Heap fetches: 17|Max heap size: 14
