Query|PNE_route|Route|Time|Time_PNE|Time_KNN|Time_Dijkstra|Heap_fetches|Heap_max_size
207894 [1, 5, 0, 1] 4 [0, 3]|PNE route: [POIs: (1470, 201830, coffee_shop, 1.3112683534658696), (3408, 202009, pub_bar, 0.13357036706646838), (1320, 201814, restaurant, 0.07132831711837954), (1320, 201814, coffee_shop, 0.0), Length: 1.5161670376507175, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (1320, 201814, coffee_shop, 1.4062003649196713), (3408, 202009, pub_bar, 0.07132831711837954), (1320, 201814, restaurant, 0.07132831711837954), (1320, 201814, coffee_shop, 0.0), Length: 1.5488569991564305, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 12506 ms|Time for PNE: 29 ms|Time for KNN: 5 ms|Time for Dijkstra: 12340 ms|Heap fetches: 6|Max heap size: 2
425512 [2, 6, 3, 6] 4 [1, 3]|PNE route: [POIs: (2167, 363416, atm_bank, 1.61262262226082), (4426, 361068, gas_station, 2.4382546604798114), (2727, 363315, movie_theater, 2.5140766801742336), (4426, 361068, gas_station, 2.514076680174233), Length: 9.079030643089098, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2167, 363416, atm_bank, 1.61262262226082), (4426, 361068, gas_station, 2.4382546604798114), (2727, 363315, movie_theater, 2.5140766801742336), (4426, 361068, gas_station, 2.514076680174233), Length: 9.079030643089098, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 3367 ms|Time for PNE: 3258 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
235208 [3, 0, 3, 0] 4 [0, 2]|PNE route: [POIs: (2753, 233915, movie_theater, 2.3486341266566395), (606, 233774, restaurant, 0.012755992089490367), (2753, 233915, movie_theater, 0.012755992089490367), (606, 233774, restaurant, 0.012755992089490367), Length: 2.3869021029251107, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2753, 233915, movie_theater, 2.3486341266566395), (606, 233774, restaurant, 0.012755992089490367), (2753, 233915, movie_theater, 0.012755992089490367), (606, 233774, restaurant, 0.012755992089490367), Length: 2.3869021029251107, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 154 ms|Time for PNE: 26 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
384781 [4, 4, 4, 6] 4 [0, 2]|PNE route: [POIs: (2858, 384663, pharmacy, 0.09570598058742624), (2858, 384663, pharmacy, 0.0), (2858, 384663, pharmacy, 0.0), (4411, 384025, gas_station, 0.8775432225837244), Length: 0.9732492031711506, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2858, 384663, pharmacy, 0.09570598058742624), (2858, 384663, pharmacy, 0.0), (2858, 384663, pharmacy, 0.0), (4411, 384025, gas_station, 0.8775432225837244), Length: 0.9732492031711506, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 282 ms|Time for PNE: 155 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
261466 [3, 1, 3, 0] 4 [0, 2]|PNE route: [POIs: (2747, 275432, movie_theater, 3.890430966973173), (2029, 275359, coffee_shop, 0.3073110298188722), (2747, 275432, movie_theater, 0.3073110298188722), (855, 275298, restaurant, 0.29492029224664185), Length: 4.799973318857559, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2747, 275432, movie_theater, 3.890430966973173), (2029, 275359, coffee_shop, 0.3073110298188722), (2747, 275432, movie_theater, 0.3073110298188722), (855, 275298, restaurant, 0.29492029224664185), Length: 4.799973318857559, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 250 ms|Time for PNE: 122 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
358234 [2, 5, 0, 2] 4 [0, 3]|PNE route: [POIs: (2156, 316075, atm_bank, 1.2453709264740638), (3510, 316248, pub_bar, 0.07098078999486204), (913, 316159, restaurant, 0.08425563078572279), (2156, 316075, atm_bank, 0.020955538495216607), Length: 1.4215628857498652, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2156, 316075, atm_bank, 1.2453709264740638), (3510, 316248, pub_bar, 0.07098078999486204), (913, 316159, restaurant, 0.08425563078572279), (2156, 316075, atm_bank, 0.020955538495216607), Length: 1.4215628857498652, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 124 ms|Time for PNE: 15 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
242271 [2, 4, 6, 4] 4 [1, 3]|PNE route: [POIs: (2295, 241941, atm_bank, 1.1058513832113042), (3220, 241713, pharmacy, 0.046604954913280025), (4448, 241987, gas_station, 0.2979055410384205), (3069, 241690, pharmacy, 0.12483705211523347), Length: 1.5751989312782382, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2295, 241941, atm_bank, 1.1058513832113042), (3220, 241713, pharmacy, 0.046604954913280025), (4448, 241987, gas_station, 0.2979055410384205), (3220, 241713, pharmacy, 0.29790554103842043), Length: 1.748267420201425, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2994 ms|Time for PNE: 18 ms|Time for KNN: 0 ms|Time for Dijkstra: 2849 ms|Heap fetches: 1|Max heap size: 1
333571 [1, 4, 0, 4] 4 [1, 3]|PNE route: [POIs: (812, 344668, coffee_shop, 0.5475009405691605), (3216, 344691, pharmacy, 0.06976831526018938), (813, 344691, restaurant, 0.0), (3216, 344691, pharmacy, 0.0), Length: 0.6172692558293499, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (812, 344668, coffee_shop, 0.5475009405691605), (3216, 344691, pharmacy, 0.06976831526018938), (813, 344691, restaurant, 0.0), (3216, 344691, pharmacy, 0.0), Length: 0.6172692558293499, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 116 ms|Time for PNE: 8 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
306578 [4, 6, 4, 6] 4 [0, 2]|PNE route: [POIs: (2884, 294449, pharmacy, 2.7153299480727817), (4517, 294319, gas_station, 0.2793274585646511), (2884, 294449, pharmacy, 0.279327458564651), (4517, 294319, gas_station, 0.2793274585646511), Length: 3.553312323766735, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2884, 294449, pharmacy, 2.7153299480727817), (4517, 294319, gas_station, 0.2793274585646511), (2884, 294449, pharmacy, 0.279327458564651), (4517, 294319, gas_station, 0.2793274585646511), Length: 3.553312323766735, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 650 ms|Time for PNE: 542 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
311056 [3, 0, 6, 3] 4 [0, 3]|PNE route: [POIs: (2695, 310697, movie_theater, 0.9853956295548366), (461, 310806, restaurant, 0.13818775733823813), (4481, 310526, gas_station, 0.7803946277255462), (2695, 310697, movie_theater, 0.9185823850637843), Length: 2.8225603996824056, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2695, 310697, movie_theater, 0.9853956295548366), (461, 310806, restaurant, 0.13818775733823813), (4481, 310526, gas_station, 0.7803946277255462), (2695, 310697, movie_theater, 0.9185823850637843), Length: 2.8225603996824056, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 494 ms|Time for PNE: 386 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
