Query|PNE_route|Route|Time|Time_PNE|Time_KNN|Time_Dijkstra|Heap_fetches|Heap_max_size
98694 [0, 1, 1, 4, 0] 5 [0, 4]|PNE route: [POIs: (1266, 98747, restaurant, 0.2752394552907348), (1266, 98747, coffee_shop, 0.0), (1266, 98747, coffee_shop, 0.0), (3195, 98582, pharmacy, 0.12422518359284948), (1266, 98747, restaurant, 0.12422518359284948), Length: 0.5236898224764338, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (1266, 98747, restaurant, 0.2752394552907348), (1266, 98747, coffee_shop, 0.0), (1266, 98747, coffee_shop, 0.0), (3195, 98582, pharmacy, 0.12422518359284948), (1266, 98747, restaurant, 0.12422518359284948), Length: 0.5236898224764338, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 92 ms|Time for PNE: 9 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
283718 [3, 1, 1, 3, 3] 5 [0, 4]|PNE route: [POIs: (2747, 275432, movie_theater, 10.053546310618627), (2029, 275359, coffee_shop, 0.3073110298188722), (2029, 275359, coffee_shop, 0.0), (2747, 275432, movie_theater, 0.3073110298188722), (2747, 275432, movie_theater, 0.0), Length: 10.668168370256373, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2747, 275432, movie_theater, 10.053546310618627), (2029, 275359, coffee_shop, 0.3073110298188722), (2029, 275359, coffee_shop, 0.0), (2747, 275432, movie_theater, 0.3073110298188722), (2747, 275432, movie_theater, 0.0), Length: 10.668168370256373, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 114 ms|Time for PNE: 30 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
87209 [4, 1, 6, 4, 4] 5 [0, 4]|PNE route: [POIs: (3188, 88072, pharmacy, 1.1315906861607787), (658, 88026, coffee_shop, 0.07756525039994988), (4487, 88016, gas_station, 0.17154235650037553), (3188, 88072, pharmacy, 0.22608018267999583), (3188, 88072, pharmacy, 0.0), Length: 1.6067784757410999, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (3188, 88072, pharmacy, 1.1315906861607787), (658, 88026, coffee_shop, 0.07756525039994988), (4487, 88016, gas_station, 0.17154235650037553), (3188, 88072, pharmacy, 0.22608018267999583), (3188, 88072, pharmacy, 0.0), Length: 1.6067784757410999, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 98 ms|Time for PNE: 16 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
174817 [2, 3, 1, 2, 2] 5 [0, 4]|PNE route: [POIs: (2442, 174964, atm_bank, 0.30486725308641044), (2717, 174615, movie_theater, 0.15888675886962086), (1029, 174964, coffee_shop, 0.15888675886962086), (2442, 174964, atm_bank, 0.0), (2442, 174964, atm_bank, 0.0), Length: 0.6226407708256522, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2442, 174964, atm_bank, 0.30486725308641044), (2717, 174615, movie_theater, 0.15888675886962086), (1029, 174964, coffee_shop, 0.15888675886962086), (2442, 174964, atm_bank, 0.0), (2442, 174964, atm_bank, 0.0), Length: 0.6226407708256522, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 87 ms|Time for PNE: 5 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
266237 [3, 1, 0, 5, 3] 5 [0, 4]|PNE route: [POIs: (2747, 275432, movie_theater, 3.440581269150378), (2029, 275359, coffee_shop, 0.3073110298188722), (2029, 275359, restaurant, 0.0), (3816, 275431, pub_bar, 0.23028223213651733), (2747, 275432, movie_theater, 0.08231787822020745), Length: 4.060492409325975, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2747, 275432, movie_theater, 3.440581269150378), (2029, 275359, coffee_shop, 0.3073110298188722), (2029, 275359, restaurant, 0.0), (3816, 275431, pub_bar, 0.23028223213651733), (2747, 275432, movie_theater, 0.08231787822020745), Length: 4.060492409325975, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 216 ms|Time for PNE: 133 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
340236 [3, 4, 2, 4, 3] 5 [0, 4]|PNE route: [POIs: (2792, 340029, movie_theater, 0.7786322593381356), (3118, 340348, pharmacy, 0.43996571461994677), (2438, 317044, atm_bank, 0.5813228710571391), (3118, 340348, pharmacy, 0.5813228710571391), (2792, 340029, movie_theater, 0.4399657146199468), Length: 2.8212094306923072, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2792, 340029, movie_theater, 0.7786322593381356), (3118, 340348, pharmacy, 0.43996571461994677), (2438, 317044, atm_bank, 0.5813228710571391), (3118, 340348, pharmacy, 0.5813228710571391), (2792, 340029, movie_theater, 0.4399657146199468), Length: 2.8212094306923072, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 206 ms|Time for PNE: 122 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
97439 [5, 2, 5, 4, 5] 5 [0, 4]|PNE route: [POIs: (4235, 96678, pub_bar, 0.5439554449832591), (2406, 96678, atm_bank, 0.0), (4235, 96678, pub_bar, 0.0), (3212, 97095, pharmacy, 0.081047491152403), (4235, 96678, pub_bar, 0.08104749115240302), Length: 0.7060504272880652, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (4235, 96678, pub_bar, 0.5439554449832591), (2406, 96678, atm_bank, 0.0), (4235, 96678, pub_bar, 0.0), (3212, 97095, pharmacy, 0.081047491152403), (4235, 96678, pub_bar, 0.08104749115240302), Length: 0.7060504272880652, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 89 ms|Time for PNE: 6 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
45161 [1, 6, 4, 0, 1] 5 [0, 4]|PNE route: [POIs: (775, 86668, coffee_shop, 5.00317242028144), (4486, 97715, gas_station, 0.8828876026670466), (3184, 97724, pharmacy, 0.23631784343006684), (655, 97716, restaurant, 0.040595529795243085), (655, 97716, coffee_shop, 0.0), Length: 6.162973396173796, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (655, 97716, coffee_shop, 5.965036300747518), (4486, 97715, gas_station, 0.2686184559297083), (3184, 97724, pharmacy, 0.23631784343006684), (655, 97716, restaurant, 0.040595529795243085), (655, 97716, coffee_shop, 0.0), Length: 6.510568129902536, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 28650 ms|Time for PNE: 231 ms|Time for KNN: 40 ms|Time for Dijkstra: 28280 ms|Heap fetches: 47|Max heap size: 18
166755 [3, 5, 4, 6, 3] 5 [0, 4]|PNE route: [POIs: (2790, 139065, movie_theater, 1.1847545569349698), (4342, 139200, pub_bar, 0.1763876878108108), (3092, 139312, pharmacy, 0.1410440543084921), (4414, 139471, gas_station, 0.5360171051178316), (2773, 139144, movie_theater, 0.24783093141930856), Length: 2.2860343355914132, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2773, 139144, movie_theater, 1.8563861582540995), (3667, 139132, pub_bar, 0.04105944115035705), (3312, 139296, pharmacy, 0.09071261502796231), (4414, 139471, gas_station, 0.2950722774542518), (2773, 139144, movie_theater, 0.24783093141930856), Length: 2.531061423305979, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 178714 ms|Time for PNE: 540 ms|Time for KNN: 496 ms|Time for Dijkstra: 177578 ms|Heap fetches: 248|Max heap size: 51
262706 [3, 1, 0, 6, 3] 5 [0, 4]|PNE route: [POIs: (2722, 255396, movie_theater, 2.422887007398388), (617, 252644, coffee_shop, 1.6013766794694202), (620, 252646, restaurant, 0.0367057187004045), (4515, 252558, gas_station, 0.3859241387292154), (2722, 255396, movie_theater, 1.1787468220398007), Length: 5.625640366337229, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2722, 255396, movie_theater, 2.422887007398388), (617, 252644, coffee_shop, 1.6013766794694202), (620, 252646, restaurant, 0.0367057187004045), (4515, 252558, gas_station, 0.3859241387292154), (2722, 255396, movie_theater, 1.1787468220398007), Length: 5.625640366337229, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 313 ms|Time for PNE: 230 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
74722 [2, 2, 4, 3, 2] 5 [0, 4]|PNE route: [POIs: (2139, 112661, atm_bank, 1.1979205466314375), (2309, 112661, atm_bank, 0.0), (2905, 112729, pharmacy, 0.12013806341247459), (2736, 112380, movie_theater, 0.2920236988310354), (2309, 112661, atm_bank, 0.3389270995917601), Length: 1.9490094084667078, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2139, 112661, atm_bank, 1.1979205466314375), (2309, 112661, atm_bank, 0.0), (2905, 112729, pharmacy, 0.12013806341247459), (2736, 112380, movie_theater, 0.2920236988310354), (2139, 112661, atm_bank, 0.3389270995917601), Length: 1.9490094084667078, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 99868 ms|Time for PNE: 255 ms|Time for KNN: 161 ms|Time for Dijkstra: 99352 ms|Heap fetches: 143|Max heap size: 42
341863 [6, 6, 1, 3, 6] 5 [0, 4]|PNE route: [POIs: (4387, 367074, gas_station, 1.3841876227047147), (4387, 367074, gas_station, 0.0), (1236, 367069, coffee_shop, 0.31881655769956785), (2699, 370865, movie_theater, 2.5007609350379973), (4406, 371065, gas_station, 0.6353681811021777), Length: 4.839133296544458, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (4387, 367074, gas_station, 1.3841876227047147), (4387, 367074, gas_station, 0.0), (1236, 367069, coffee_shop, 0.31881655769956785), (2699, 370865, movie_theater, 2.5007609350379973), (4387, 367074, gas_station, 2.185996660592476), Length: 6.3897617760347565, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 470663 ms|Time for PNE: 1101 ms|Time for KNN: 6356 ms|Time for Dijkstra: 463058 ms|Heap fetches: 785|Max heap size: 84
122204 [5, 3, 5, 0, 5] 5 [0, 4]|PNE route: [POIs: (4225, 120175, pub_bar, 1.5306379663087966), (2696, 120425, movie_theater, 0.218178925805499), (3957, 119433, pub_bar, 0.1383325327967601), (1984, 119378, restaurant, 0.034530218384484765), (3957, 119433, pub_bar, 0.034530218384484765), Length: 1.956209861680025, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (3957, 119433, pub_bar, 1.6734536890533827), (2696, 120425, movie_theater, 0.1383325327967601), (3957, 119433, pub_bar, 0.1383325327967601), (1984, 119378, restaurant, 0.034530218384484765), (3957, 119433, pub_bar, 0.034530218384484765), Length: 2.0191791914158723, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22488 ms|Time for PNE: 266 ms|Time for KNN: 29 ms|Time for Dijkstra: 22095 ms|Heap fetches: 44|Max heap size: 22
366214 [0, 0, 1, 3, 0] 5 [0, 4]|PNE route: [POIs: (1333, 340329, restaurant, 1.7414152068105253), (1333, 340329, restaurant, 0.0), (1333, 340329, coffee_shop, 0.0), (2792, 340029, movie_theater, 0.45684921337051543), (1819, 340348, restaurant, 0.43996571461994677), Length: 2.6382301348009873, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (1333, 340329, restaurant, 1.7414152068105253), (1333, 340329, restaurant, 0.0), (1333, 340329, coffee_shop, 0.0), (2792, 340029, movie_theater, 0.45684921337051543), (1333, 340329, restaurant, 0.4568492133705153), Length: 2.655113633551556, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 74891 ms|Time for PNE: 934 ms|Time for KNN: 304 ms|Time for Dijkstra: 73554 ms|Heap fetches: 123|Max heap size: 17
242220 [3, 2, 3, 2, 3] 5 [0, 4]|PNE route: [POIs: (2721, 241637, movie_theater, 0.726903535050698), (2295, 241941, atm_bank, 0.2243611427751827), (2721, 241637, movie_theater, 0.22436114277518274), (2295, 241941, atm_bank, 0.2243611427751827), (2721, 241637, movie_theater, 0.22436114277518274), Length: 1.6243481061514289, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2721, 241637, movie_theater, 0.726903535050698), (2295, 241941, atm_bank, 0.2243611427751827), (2721, 241637, movie_theater, 0.22436114277518274), (2295, 241941, atm_bank, 0.2243611427751827), (2721, 241637, movie_theater, 0.22436114277518274), Length: 1.6243481061514289, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 95 ms|Time for PNE: 11 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
164166 [2, 2, 2, 1, 2] 5 [0, 4]|PNE route: [POIs: (2608, 164397, atm_bank, 0.6073754953873446), (2608, 164397, atm_bank, 0.0), (2608, 164397, atm_bank, 0.0), (1092, 164408, coffee_shop, 0.19709368827108867), (2608, 164397, atm_bank, 0.1970936882710887), Length: 1.001562871929522, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2608, 164397, atm_bank, 0.6073754953873446), (2608, 164397, atm_bank, 0.0), (2608, 164397, atm_bank, 0.0), (1092, 164408, coffee_shop, 0.19709368827108867), (2608, 164397, atm_bank, 0.1970936882710887), Length: 1.001562871929522, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 89 ms|Time for PNE: 7 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
96248 [5, 5, 0, 3, 5] 5 [0, 4]|PNE route: [POIs: (4044, 95077, pub_bar, 1.6376493272313402), (4044, 95077, pub_bar, 0.0), (11, 95231, restaurant, 0.1246021054623239), (2682, 95231, movie_theater, 0.0), (4044, 95077, pub_bar, 0.12460210546232389), Length: 1.8868535381559879, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (4044, 95077, pub_bar, 1.6376493272313402), (4044, 95077, pub_bar, 0.0), (11, 95231, restaurant, 0.1246021054623239), (2682, 95231, movie_theater, 0.0), (4044, 95077, pub_bar, 0.12460210546232389), Length: 1.8868535381559879, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 787 ms|Time for PNE: 704 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
388695 [2, 5, 1, 0, 2] 5 [0, 4]|PNE route: [POIs: (2612, 388835, atm_bank, 0.5946845417506524), (3637, 388877, pub_bar, 0.27970422968889286), (900, 390195, coffee_shop, 0.5118373046124067), (900, 390195, restaurant, 0.0), (2231, 388700, atm_bank, 0.5293119393636402), Length: 1.915538015415592, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2231, 388700, atm_bank, 0.8357216938639791), (3637, 388877, pub_bar, 0.0900486704473247), (900, 390195, coffee_shop, 0.5118373046124067), (900, 390195, restaurant, 0.0), (2231, 388700, atm_bank, 0.5293119393636402), Length: 1.9669196082873506, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 13933 ms|Time for PNE: 72 ms|Time for KNN: 63 ms|Time for Dijkstra: 13698 ms|Heap fetches: 21|Max heap size: 8
416764 [1, 3, 2, 6, 1] 5 [0, 4]|PNE route: [POIs: (835, 241496, coffee_shop, 10.079280473559923), (2721, 241637, movie_theater, 0.02460201233619288), (2295, 241941, atm_bank, 0.2243611427751827), (4448, 241987, gas_station, 0.34451049595170047), (350, 241689, coffee_shop, 0.1936127197019315), Length: 10.86636684432493, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (350, 241689, coffee_shop, 9.888316855087005), (2721, 241637, movie_theater, 0.28204900919839165), (2295, 241941, atm_bank, 0.2243611427751827), (4448, 241987, gas_station, 0.34451049595170047), (350, 241689, coffee_shop, 0.1936127197019315), Length: 10.932850222714212, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 16058 ms|Time for PNE: 634 ms|Time for KNN: 79 ms|Time for Dijkstra: 15248 ms|Heap fetches: 21|Max heap size: 7
334894 [2, 5, 0, 0, 2] 5 [0, 4]|PNE route: [POIs: (2351, 335386, atm_bank, 1.0697638961850053), (3456, 335308, pub_bar, 0.1756131475384266), (513, 335094, restaurant, 0.24733146987520688), (513, 335094, restaurant, 0.0), (2350, 335129, atm_bank, 0.14597819144025465), Length: 1.6386867050388936, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2351, 335386, atm_bank, 1.0697638961850053), (3456, 335308, pub_bar, 0.1756131475384266), (513, 335094, restaurant, 0.24733146987520688), (513, 335094, restaurant, 0.0), (2351, 335386, atm_bank, 0.2273903215804115), Length: 1.7200988351790505, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 34576 ms|Time for PNE: 88 ms|Time for KNN: 35 ms|Time for Dijkstra: 34353 ms|Heap fetches: 52|Max heap size: 13
215636 [1, 0, 3, 2, 1] 5 [0, 4]|PNE route: [POIs: (1353, 204957, coffee_shop, 3.470555435317461), (1353, 204957, restaurant, 0.0), (2681, 204019, movie_theater, 0.7194407773268339), (2319, 203692, atm_bank, 0.48563124623870724), (1353, 204957, coffee_shop, 0.2338095310881265), Length: 4.9094369899711285, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (1353, 204957, coffee_shop, 3.470555435317461), (1353, 204957, restaurant, 0.0), (2681, 204019, movie_theater, 0.7194407773268339), (2319, 203692, atm_bank, 0.48563124623870724), (1353, 204957, coffee_shop, 0.2338095310881265), Length: 4.9094369899711285, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 4010 ms|Time for PNE: 3927 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
333815 [0, 6, 6, 3, 0] 5 [0, 4]|PNE route: [POIs: (133, 333194, restaurant, 0.3826151598190561), (4489, 329198, gas_station, 1.9177554054783663), (4489, 329198, gas_station, 0.0), (2772, 329020, movie_theater, 0.7401219241600538), (108, 328990, restaurant, 0.25098319607890573), Length: 3.2914756855363816, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (108, 328990, restaurant, 1.8723981943798202), (4489, 329198, gas_station, 0.821833511497643), (4489, 329198, gas_station, 0.0), (2772, 329020, movie_theater, 0.7401219241600538), (108, 328990, restaurant, 0.25098319607890573), Length: 3.6853368261164228, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 173411 ms|Time for PNE: 2470 ms|Time for KNN: 1332 ms|Time for Dijkstra: 169509 ms|Heap fetches: 393|Max heap size: 187
