0 13.345439 52.54644 330 0.376
1 13.328194 52.530827 356749 0.991
2 13.294379 52.50185 1051 0.319
3 13.320669 52.484264 167134 0.126
4 13.28759 52.49565 234247 0.539
5 13.191649 52.43452 107910 0.901
6 13.341315 52.519722 416284 0.724
7 13.227821 52.50722 502946 0.297
8 13.302939 52.51886 192853 0.957
9 13.210412 52.527306 491943 0.519
10 13.280948 52.50837 311459 0.411
11 13.306523 52.577595 130126 0.366
12 13.309805 52.56774 222 0.476
13 13.329729 52.56334 267959 0.224
14 13.313326 52.479485 279298 0.44
15 13.309146 52.49241 245655 0.442
16 13.421876 52.513855 227894 0.447
17 13.527362 52.557007 140608 0.387
18 13.449783 52.49717 281554 0.161
19 13.331377 52.49298 501945 0.1
20 13.568935 52.545013 103558 0.999
21 13.550081 52.551926 127685 0.0
22 13.379177 52.5691 349426 0.988
23 13.240982 52.53833 186268 0.491
24 13.468087 52.54756 100860 0.262
25 13.469629 52.543114 100881 0.525
26 13.531255 52.50968 176762 1.0
27 13.331957 52.598713 171976 0.646
28 13.335717 52.564667 374407 0.305
29 13.5362625 52.532 374799 0.54
30 13.364938 52.427364 357464 0.465
31 13.208445 52.558887 278920 0.406
32 13.696042 52.436783 146340 0.814
33 13.301242 52.515873 250220 0.353
34 13.272193 52.519176 415199 0.406
35 13.234045 52.52709 405487 0.626
36 13.311021 52.46827 405230 0.423
37 13.54037 52.521435 281920 0.093
38 13.564975 52.572258 471603 0.31
39 13.174977 52.51717 413643 0.595
40 13.191149 52.536102 145270 0.51
41 13.478562 52.483734 145178 0.826
42 13.37099 52.470024 396562 0.115
43 13.456868 52.453125 286928 0.828
44 13.55157 52.553734 127671 0.726
45 13.5635805 52.51325 276129 0.322
46 13.581554 52.514328 137544 0.49
47 13.538711 52.51034 496650 0.007
48 13.300581 52.616085 493789 0.607
49 13.588028 52.505363 184939 0.342
50 13.611056 52.504494 295122 0.5
51 13.2359 52.620743 206384 0.242
52 13.401981 52.414494 31302 0.514
53 13.390557 52.492702 206789 0.272
54 13.2419 52.444096 312394 0.82
55 13.24241 52.444466 312395 0.505
56 13.223231 52.429688 218421 0.743
57 13.301678 52.507782 234158 0.507
58 13.443016 52.46527 484065 0.765
59 13.37444 52.489193 3058 0.816
60 13.616845 52.505108 333871 0.63
61 13.619281 52.504097 368849 0.527
62 13.624319 52.504265 418551 0.479
63 13.351386 52.439823 133930 0.195
64 13.571424 52.472004 286001 0.576
65 13.592344 52.45423 102062 0.341
66 13.347204 52.41227 167635 0.899
67 13.366136 52.449047 367467 0.88
68 13.433167 52.445156 288284 0.675
69 13.578471 52.45206 102051 0.752
70 13.429602 52.5716 409489 0.658
71 13.575881 52.48947 162650 0.2
72 13.4990225 52.521362 207741 0.486
73 13.499167 52.52436 192578 0.249
74 13.449588 52.45581 181570 0.754
75 13.502206 52.48298 110181 0.857
76 13.376674 52.500477 412769 0.196
77 13.243366 52.601772 111228 0.661
78 13.203405 52.522945 114927 0.422
79 13.341749 52.536972 287053 0.524
80 13.5728655 52.414467 435245 0.961
81 13.345466 52.49012 330180 0.838
82 13.264383 52.41917 252101 0.378
83 13.265688 52.418064 252099 0.402
84 13.41488 52.556297 212233 1.0
85 13.488652 52.52642 199781 0.498
86 13.452352 52.53383 498582 0.0
87 13.4037075 52.582806 392096 0.818
88 13.319327 52.499443 149223 0.143
89 13.400169 52.394753 199440 0.456
90 13.425851 52.456947 493976 0.521
91 13.315196 52.613346 26176 0.79
92 13.318948 52.611057 494306 0.374
93 13.347088 52.59649 129716 0.717
94 13.327774 52.608814 501257 0.66
95 13.419434 52.514626 423343 0.268
96 13.365037 52.56231 172196 0.381
97 13.520012 52.53102 476823 0.457
98 13.180563 52.50474 464228 0.2
99 13.471215 52.43316 482082 0.959
100 13.355093 52.413097 407916 0.488
101 13.358876 52.412804 133578 0.275
102 13.384803 52.44885 427457 0.462
103 13.394198 52.42589 251349 0.559
104 13.3706665 52.558807 11640 0.848
105 13.221825 52.536648 137058 1.0
106 13.51883 52.522675 204301 1.0
107 13.312034 52.506207 149358 0.896
108 13.407694 52.56362 235381 0.672
109 13.324025 52.561188 116505 0.074
110 13.466368 52.596737 494174 0.794
111 13.459375 52.56243 108924 0.322
112 13.329062 52.56198 16070 0.559
113 13.465368 52.43596 313270 0.761
114 13.604019 52.545357 413433 0.391
115 13.666423 52.409943 224910 0.365
116 13.237693 52.43303 473038 0.892
117 13.533692 52.530575 289570 0.476
118 13.338875 52.474102 227517 0.633
119 13.502154 52.48091 119112 0.421
120 13.502923 52.46067 350185 0.641
121 13.474244 52.42551 253945 0.935
122 13.528127 52.556377 140605 0.374
123 13.500701 52.542965 453392 0.77
124 13.452519 52.438484 82090 0.058
125 13.2662525 52.51346 437780 0.102
126 13.262456 52.514862 12384 0.816
127 13.417999 52.528698 13908 0.335
128 13.441262 52.5308 108921 0.558
129 13.283185 52.55392 215343 0.466
130 13.4260845 52.452766 483974 0.853
131 13.574982 52.505093 426026 0.405
132 13.2852 52.522 257708 0.486
133 13.57593 52.50499 426026 0.993
134 13.45 52.61792 250955 0.0
135 13.284391 52.59512 83937 0.856
136 13.384595 52.47017 6890 0.983
137 13.31511 52.583843 44912 0.26
138 13.434891 52.59451 22606 0.068
139 13.183009 52.540035 29201 0.629
140 13.486916 52.422535 249887 0.808
141 13.367361 52.56129 41947 0.084
142 13.330157 52.571 389038 0.267
143 13.441297 52.481472 451834 0.338
144 13.429951 52.586147 494470 0.517
145 13.409864 52.581898 322275 0.912
146 13.3788395 52.576496 252211 0.647
147 13.428381 52.567898 352146 0.179
148 13.43244 52.600986 38491 0.331
149 13.297514 52.550385 430344 0.737
150 13.47221 52.565426 408495 0.465
151 13.466775 52.560818 433898 0.771
152 13.149485 52.457634 411769 0.094
153 13.304293 52.619377 485648 0.641
154 13.442451 52.424923 83119 0.348
155 13.324317 52.525597 431198 0.463
156 13.442995 52.465763 484064 0.316
157 13.17881 52.548992 397920 0.723
158 13.350318 52.535374 344258 0.469
159 13.48227 52.425938 382248 0.31
160 13.479838 52.428642 313118 0.241
161 13.433117 52.49922 267096 0.576
162 13.367221 52.465008 197972 0.733
163 13.361544 52.545322 457013 0.457
164 13.436425 52.456997 30819 0.239
165 13.559084 52.434704 473872 0.196
166 13.346653 52.591694 443047 0.578
167 13.333628 52.520855 417386 0.534
168 13.207249 52.52935 480826 0.554
169 13.199303 52.542854 251075 0.18
170 13.346396 52.578938 499076 0.834
