POIId,Longitude,Latitude,EdgeId,Distance_from_start_node,Type
,13.3246765,52.491493,39839,0.882,
,13.325296,52.49143,39840,0.264,
,13.335677,52.499016,428603,0.506,
,13.411394,52.539917,43294,0.216,
,13.403603,52.523235,426457,0.853,
,13.505746,52.403797,347083,0.588,
,13.490959,52.420704,323678,0.665,
,13.495513,52.417965,239252,0.569,
,13.506705,52.403908,347094,0.508,
,13.32277,52.486687,491429,0.117,
,13.323129,52.486668,491428,0.572,
,13.322793,52.48697,87089,1,
,13.375005,52.547955,84023,0.757,
,13.380983,52.55179,462888,0.889,
,13.340924,52.488415,465871,0.393,
,13.368968,52.544292,11597,0.343,
,13.486707,52.618233,285046,0.896,
,13.453016,52.519238,413226,0.289,
,13.379212,52.551064,9296,0.765,
,13.379108,52.551006,9296,0.803,
,13.378432,52.550575,9297,0.737,
,13.371917,52.546104,9295,0.59,
,13.367252,52.544655,321554,0.186,
,13.36964,52.54639,53966,0.506,
,13.377608,52.54966,462885,0.351,
,13.382155,52.552254,179734,0.222,
,13.382269,52.552208,179734,0.046,
,13.289412,52.554825,80833,0.258,
,13.382605,52.551544,84063,0.514,
,13.296733,52.464123,293117,0.874,
,13.322468,52.488678,359717,0.771,
,13.322787,52.486897,87089,0.79,
,13.314401,52.481503,1946,0.923,
,13.293904,52.505157,32133,0.243,
,13.297852,52.509968,4764,0.548,
,13.314681,52.509983,264485,0.316,
,13.314187,52.507027,264490,0.389,
,13.424639,52.533535,13941,0.609,
,13.252538,52.515728,104661,0.84,
,13.258701,52.50832,470993,0.218,
,13.240729,52.51189,7230,0.454,
,13.258273,52.507866,223876,0.763,
,13.294236,52.50617,128616,0.35,
,13.302728,52.49965,120317,0.39,
,13.279157,52.50714,362346,0.462,
,13.300944,52.500248,91943,0.509,
,13.379183,52.552696,217195,0.153,
,13.387086,52.55218,15373,0.989,
,13.4199295,52.535385,331527,0.576,
,13.366154,52.58435,155916,0.621,
,13.459662,52.510216,65261,0.311,
,13.370219,52.5417,93113,0.271,
,13.381143,52.551903,462888,0.957,
,13.368864,52.524574,223651,0.546,
,13.314664,52.47256,9885,0.589,
,13.292765,52.518127,48430,0.667,
,13.314772,52.47406,9927,0.106,
,13.537753,52.528065,477634,1,
,13.533539,52.57779,80555,0.378,
,13.545167,52.52992,247170,0.26,
,13.545172,52.529778,247170,0.264,
,13.526561,52.458866,303759,0.745,
,13.405809,52.54674,15178,0.761,
,13.3607,52.486538,441250,0.065,
,13.351651,52.4855,325086,0.387,
,13.349374,52.490536,8009,0.145,
,13.354127,52.49462,7726,0.123,
,13.354274,52.494614,7726,0.239,
,13.370955,52.54542,9291,0.49,
,13.337777,52.523815,146329,0.188,
,13.382121,52.551785,84062,0.519,
,13.381859,52.5519,84062,0.017,
,13.381503,52.55206,84061,0.216,
,13.364057,52.497112,91483,0.151,
,13.314918,52.490356,2048,0.481,
,13.314327,52.574932,127454,0.456,
,13.568131,52.44461,340445,0.796,
,13.567897,52.444653,340445,0.368,
,13.478247,52.52682,353831,0.738,
,13.478904,52.5269,353831,0.104,
,13.645354,52.34825,229883,0,
,13.315863,52.489407,261099,0.751,
,13.346533,52.436337,269248,0.553,
,13.208131,52.56142,328065,0.465,
,13.207291,52.555817,159822,0.151,
,13.462024,52.42501,198250,0.56,
,13.463233,52.42509,198257,0.32,
,13.469116,52.505173,351119,0.339,
,13.415295,52.546818,36767,0.922,
,13.438647,52.48879,191997,0.922,
,13.434438,52.490128,313816,0.781,
,13.433579,52.489857,241385,0.874,
,13.437419,52.487488,227651,0.495,
,13.401214,52.580585,493145,0.269,
,13.4015255,52.580635,493144,0.376,
,13.3997,52.58075,203658,0.686,
,13.326326,52.48665,38256,1,
,13.324771,52.48757,1304,0.283,
,13.401522,52.58803,386100,0.547,
,13.401993,52.587097,164316,0.152,
,13.183164,52.475178,490362,0.203,
,13.401554,52.580364,493144,0.428,
,13.454585,52.47272,35687,0.143,
,13.453025,52.473442,36751,0.593,
,13.451072,52.471954,486050,0.524,
,13.444809,52.473694,85143,0.237,
,13.388058,52.49381,502782,0.926,
,13.411504,52.568577,467553,0.235,
,13.44585,52.471912,313522,0.959,
,13.443244,52.47069,313319,0.125,
,13.308416,52.49703,149199,0.423,
,13.433086,52.48097,344778,0.343,
,13.417957,52.479954,287773,0.485,
,13.5739975,52.445084,41729,0.969,
,13.350056,52.541466,457097,0.953,
,13.654798,52.374123,157017,0.353,
,13.35247,52.480183,443909,0,
,13.374665,52.50838,318883,0.896,
,13.374667,52.508068,318884,0.916,
,13.408689,52.490086,223666,0.957,
,13.547306,52.4375,301441,0.038,
,13.54517,52.43695,345426,0.319,
,13.547884,52.437927,337661,0.218,
,13.546032,52.438,160107,0.371,
,13.333652,52.51529,371975,0.291,
,13.463104,52.523735,353626,0.739,
,13.36323,52.5665,15602,0.065,
,13.36326,52.566452,15502,0.002,
,13.342139,52.501392,453099,0.668,
,13.34415,52.50381,11854,0.257,
,13.339437,52.494793,7996,0.64,
,13.343791,52.50199,453087,1,
,13.343992,52.504192,346586,0.935,
,13.343409,52.50134,453093,1,
,13.456815,52.50942,380289,0.816,
,13.303638,52.507812,6612,0.114,
,13.57314,52.41165,305135,0.702,
,13.419199,52.54045,15211,0.234,
,13.42111,52.537483,331528,0.789,
,13.375082,52.50905,501705,0.976,
,13.310204,52.494217,3620,0.024,
,13.415777,52.54074,439259,0.291,
,13.32209,52.458538,187583,0.043,
,13.321603,52.458538,317851,0.915,
,13.322674,52.458652,261268,0.056,
,13.316968,52.503887,419248,0.321,
,13.321958,52.50459,3457,0.214,
,13.314435,52.501945,114131,0.618,
,13.313729,52.503826,261180,0.512,
,13.322387,52.503994,3457,0.701,
,13.307193,52.51751,322464,0.042,
,13.411213,52.53978,43294,0.452,
,13.4112835,52.53985,43294,0.348,
,13.410354,52.53938,43297,0.061,
,13.407453,52.5367,247109,0.432,
,13.409319,52.538013,445566,0.569,
,13.409719,52.538906,43297,0.786,
,13.406228,52.50576,225168,0.399,
,13.349023,52.482014,265294,0.871,
,13.413846,52.54092,488060,0.718,
,13.412875,52.540836,252219,0.122,
,13.413055,52.541046,252219,0.316,
,13.422673,52.539654,320892,0.805,
,13.420129,52.53412,343301,0.497,
,13.42087,52.53667,331528,0.409,
,13.453367,52.51334,165138,0.598,
,13.609522,52.5361,478188,0.505,
,13.414559,52.55185,295437,0.058,
,13.413999,52.548515,300766,0.723,
,13.35902,52.573032,11551,0.362,
,13.389539,52.53553,341477,0.922,
,13.40282,52.54037,138907,0.122,
,13.559894,52.55536,325060,0.232,
,13.562969,52.55497,39980,0.095,
,13.548462,52.549973,220175,0.734,
,13.41759,52.501846,17729,0.392,
,13.322222,52.45569,5128,0.384,
,13.33885,52.462917,10906,0.691,
,13.468956,52.512646,276621,0.334,
,13.525305,52.482292,23015,0.95,
,13.40538,52.539997,177206,0.165,
,13.315046,52.447155,300267,0.592,
,13.4335985,52.49844,214041,0.829,
,13.399815,52.523026,13197,0.849,
,13.438689,52.540558,469999,0.923,
,13.366857,52.585186,443117,0.383,
,13.328172,52.46422,261249,0.757,
,13.327362,52.464417,272362,0.233,
,13.294993,52.442543,300384,0.916,
,13.29681,52.443157,200064,0.913,
,13.5676,52.51877,282714,0.598,
,13.353817,52.49666,307137,0.287,
,13.290776,52.517696,48431,0.804,
,13.39008,52.50819,79243,0.891,
,13.3038435,52.481705,227696,1,
,13.230179,52.44696,44797,0.637,
,13.39776,52.56705,366206,0.477,
,13.412609,52.540882,500152,0.643,
,13.286554,52.453312,28118,0.076,
,13.410832,52.566906,15421,0.68,
,13.302018,52.473568,88252,0.567,
,13.322812,52.48581,335778,0.422,
,13.326523,52.48391,44048,0.075,
,13.36048,52.570587,11558,0.332,
,13.411705,52.56716,15427,0.041,
,13.374782,52.507072,61037,0.737,
,13.390604,52.511387,458189,0.579,
,13.307113,52.5068,129559,0.843,
,13.353365,52.490284,203202,0.658,
,13.3615265,52.56976,15681,0.591,
,13.366537,52.552364,15671,0.731,
,13.367738,52.55148,458409,0.216,
,13.366783,52.55191,477679,0.05,
,13.368458,52.550316,11969,0.663,
,13.366136,52.55316,15671,0.078,
,13.394898,52.491398,73425,0.893,
,13.402701,52.593807,371483,0.226,
,13.427798,52.49234,234254,0.492,
,13.305758,52.51042,7116,0.727,
,13.395933,52.454403,270170,0.058,
,13.39368,52.524937,494826,0.275,
,13.355463,52.485508,265308,0.463,
,13.535424,52.433064,271079,0.822,
,13.535606,52.432934,271080,0.504,
,13.53533,52.43311,271079,0.425,
,13.517516,52.4446,242060,0.993,
,13.512647,52.449116,229441,0.536,
,13.44197,52.503994,247420,0.088,
,13.466155,52.506016,278291,0.421,
,13.467432,52.505005,278294,0.053,
,13.467765,52.504715,278294,0.581,
,13.468811,52.503773,311116,0.041,
,13.360139,52.48992,227243,0.491,
,13.40767,52.530506,340075,0.784,
,13.513005,52.467533,477798,0.691,
,13.513363,52.466824,172982,0.897,
,13.41936,52.49926,502859,0.93,
,13.41738,52.49952,502858,0.378,
,13.586713,52.44111,102584,0.696,
,13.457136,52.51144,342974,0.214,
,13.487835,52.551777,55536,0.505,
,13.369328,52.420444,143506,0.327,
,13.414581,52.43412,376045,0.929,
,13.339177,52.461914,105282,0.06,
,13.367681,52.5523,88798,0.424,
,13.362216,52.55207,355734,0.135,
,13.323374,52.46044,317854,0.645,
,13.413089,52.53293,170474,0.988,
,13.400868,52.52615,232605,0,
,13.297541,52.51148,5785,0.73,
,13.300105,52.52113,5808,0,
,13.434846,52.498528,251414,0.191,
,13.314768,52.51428,83029,0.358,
,13.315159,52.515003,418618,0.222,
,13.401386,52.522106,326748,0.161,
,13.410107,52.52084,418580,0.716,
,13.468698,52.507107,8246,0.989,
,13.46937,52.505463,351119,0.53,
,13.470172,52.506416,8244,0.114,
,13.468702,52.50669,8246,0.762,
,13.468599,52.507153,249295,0.415,
,13.469757,52.505856,283055,0.272,
,13.470183,52.505703,361781,0.78,
,13.470267,52.506413,283054,0.981,
,13.469037,52.506565,8246,0.305,
,13.431057,52.50104,346757,0.845,
,13.43053,52.49894,226605,0,
,13.428417,52.498898,383353,0.294,
,13.39474,52.46515,231135,0.686,
,13.327504,52.521908,2573,0.925,
,13.418011,52.499905,187441,0.133,
,13.417576,52.49957,502858,0.638,
,13.417879,52.49974,232609,1,
,13.4137535,52.502907,455562,0.265,
,13.416674,52.499435,494176,0.687,
,13.417708,52.501812,17729,0.445,
,13.418271,52.501675,17729,0.696,
,13.4169655,52.501827,17729,0.133,
,13.330113,52.526264,9081,0.449,
,13.330871,52.52736,356722,0.732,
,13.3299055,52.525448,9082,0.17,
,13.329741,52.52485,9082,0.59,
,13.416964,52.502365,225931,0.733,
,13.420052,52.50118,149792,0.568,
,13.418506,52.500114,442154,0.308,
,13.415556,52.503117,28273,0.683,
,13.419024,52.501465,17730,0.625,
,13.417914,52.499973,187440,0.702,
,13.417264,52.499546,502858,0.205,
,13.41728,52.499622,187436,0.581,
,13.423154,52.49991,352633,0.379,
,13.421665,52.498917,329579,0.836,
,13.418055,52.499977,187441,0.39,
,13.418152,52.50015,442152,0.962,
,13.417381,52.501907,17729,0.297,
,13.414588,52.502686,455562,0.777,
,13.413018,52.503128,13702,0.638,
,13.392973,52.51636,357440,1,
,13.455481,52.51186,251055,0.809,
,13.455572,52.51181,251055,0.745,
,13.455551,52.51184,251055,0.762,
,13.456382,52.511936,251055,0.235,
,13.271535,52.536213,11185,0.186,
,13.411054,52.51244,435412,0.619,
,13.416254,52.491364,114029,0.235,
,13.42851,52.498386,288917,0.502,
,13.427574,52.498703,288917,0.067,
,13.405492,52.49583,225742,0.372,
,13.354224,52.497375,491764,0.948,
,13.430767,52.497578,383352,0.235,
,13.39711,52.529476,233183,0.886,
,13.367822,52.488113,342005,0.662,
,13.409502,52.533863,36670,0.157,
,13.339325,52.52666,9116,0.855,
,13.339336,52.526882,9116,0.551,
,13.33838,52.5263,133633,0.41,
,13.526884,52.48193,424194,0.419,
,13.428636,52.488457,373302,0.782,
,13.351515,52.5736,105807,0,
,13.201234,52.505913,91334,0.465,
,13.454776,52.516235,99507,0.24,
,13.375296,52.542286,84000,0.137,
,13.376887,52.53577,208448,0.059,
,13.3177595,52.498253,168916,0.597,
,13.410796,52.53713,36675,0.516,
,13.414319,52.554596,50975,0.919,
,13.496919,52.518063,141348,0.317,
,13.498184,52.51484,94628,0.675,
,13.346037,52.436726,431977,0.363,
,13.4208,52.54205,320402,0.567,
,13.293475,52.51749,7532,0.863,
,13.293703,52.5163,7527,0.323,
,13.383427,52.530514,502254,0,
,13.384815,52.49818,288683,0.851,
,13.161857,52.420086,245551,0.322,
,13.442213,52.48569,37606,0.69,
,13.441743,52.47946,313734,0.344,
,13.146146,52.41667,4439,0.566,
,13.308553,52.410767,227755,0.344,
,13.337896,52.50448,304630,0.223,
,13.3831625,52.483406,68008,0.335,
,13.388849,52.412228,134546,0.313,
,13.386612,52.500828,44681,0.87,
,13.445043,52.499664,359485,0.385,
,13.396276,52.440372,490692,0.214,
,13.443916,52.484745,313949,0.356,
,13.328084,52.525387,128356,0.128,
,13.322792,52.510067,320917,0.567,
,13.237799,52.42811,459515,0.988,
,13.394356,52.490578,227978,0.576,
,13.39472,52.527073,162147,0.683,
,13.328542,52.50585,248991,1,
,13.349093,52.5416,404986,0,
,13.34899,52.541576,404984,0.856,
,13.349215,52.541626,404986,0.143,
,13.29648,52.464367,196459,0.623,
,13.411218,52.491306,250674,0.54,
,13.347939,52.540882,456995,0.279,
,13.348328,52.540844,359853,0.091,
,13.320024,52.462925,427551,0.561,
,13.367367,52.509026,11809,0.289,
,13.417507,52.53495,297850,0.484,
,13.189726,52.433296,3662,0.192,
,13.408405,52.48935,223676,0.64,
,13.408458,52.48951,223677,0.226,
,13.402312,52.510666,13597,0.078,
,13.416575,52.491177,114029,0.302,
,13.408222,52.48876,16898,0.465,
,13.408324,52.48875,16899,0.456,
,13.409686,52.490574,223668,0.665,
,13.40317,52.52445,241486,0.934,
,13.315911,52.44361,320492,0.113,
,13.474437,52.514664,279313,0.436,
,13.387582,52.526417,356864,0.393,
,13.387387,52.526455,356864,0.815,
,13.32942,52.470608,8476,0.001,
,13.392509,52.527466,310521,0.827,
,13.387418,52.526474,356864,0.759,
,13.394668,52.488377,255665,0.094,
,13.421634,52.48735,386340,0.334,
,13.422711,52.487053,457913,0.935,
,13.353813,52.49674,307137,0.224,
,13.290581,52.498234,1063,0.174,
,13.394628,52.487915,471630,0.389,
,13.30159,52.484543,44323,0.323,
,13.416728,52.511,95330,0.072,
,13.417328,52.512295,225010,0.211,
,13.4315195,52.531937,14028,0.051,
,13.277249,52.505955,416100,0.772,
,13.400356,52.522575,71072,0.819,
,13.401154,52.52268,71070,0.453,
,13.402086,52.523193,193535,0.973,
,13.454048,52.506874,271213,0.934,
,13.4240675,52.478855,222201,0.283,
,13.41561,52.494404,126336,0.885,
,13.396236,52.531605,122438,0.213,
,13.442577,52.472168,313572,0.464,
,13.473765,52.513554,422471,0.244,
,13.396443,52.489464,338863,0.799,
,13.4146805,52.549458,462212,0.764,
,13.316289,52.43061,20339,0.223,
,13.386036,52.51677,456623,0.617,
,13.39765,52.546143,36424,0.617,
,13.389284,52.51993,170075,0.413,
,13.391099,52.52006,79275,0.576,
,13.42407,52.4777,220259,0.163,
,13.4308815,52.48648,313800,0.164,
,13.326684,52.427986,70289,0.074,
,13.346742,52.43597,88243,0.041,
,13.333837,52.43028,78191,0.905,
,13.344823,52.4371,107204,0.479,
,13.344138,52.438824,107212,0.199,
,13.332472,52.429916,141188,0.163,
,13.344953,52.43687,107204,0.245,
,13.343927,52.435406,70263,0.164,
,13.341637,52.43366,70268,0.905,
,13.327328,52.429756,82956,0,
,13.409844,52.53835,178127,0.746,
,13.411404,52.53812,178125,0.459,
,13.386533,52.509983,49512,0.535,
,13.442169,52.50071,435403,0.262,
,13.411244,52.524082,52175,0.585,
,13.423615,52.49101,7003,0.093,
,13.422955,52.490513,28217,0.394,
,13.285836,52.584473,189587,0.399,
,13.547927,52.521267,53535,0.218,
,13.3543415,52.48813,309402,0.54,
,13.325241,52.42772,298542,0.379,
,13.416705,52.540115,438833,0.125,
,13.435702,52.423626,170466,0.088,
,13.29515,52.43798,300181,0.897,
,13.312707,52.43541,28189,0.439,
,13.426025,52.492603,17668,0.143,
,13.29689,52.51188,10612,0.701,
,13.431201,52.49743,383352,0.816,
,13.241607,52.55955,159344,0.139,
,13.428775,52.488518,373302,0.941,
,13.435551,52.53297,14030,0.766,
,13.259317,52.43137,381882,0.894,
,13.4962635,52.534634,259853,0.37,
,13.497049,52.535004,43196,0.89,
,13.466403,52.517025,173630,0.829,
,13.26199,52.437054,193791,0.178,
,13.258941,52.431164,204429,0.886,
,13.437924,52.417625,164114,0.416,
,13.401981,52.49035,73374,0.853,
,13.349927,52.48136,302197,0.1,
,13.379717,52.57165,21530,0.056,
,13.25181,52.409348,245961,0.286,
,13.261946,52.410793,246783,0.713,
,13.407178,52.535267,36672,0.511,
,13.46555,52.553738,33395,0.646,
,13.3266735,52.463398,97440,0.92,
,13.377001,52.521923,484283,0.456,
,13.257895,52.43573,166058,0.372,
,13.302277,52.506115,128619,0,
,13.457237,52.51309,160287,0.069,
,13.444653,52.499844,359485,0.692,
,13.433846,52.48209,286599,0.344,
,13.4345,52.48257,360370,0.243,
,13.435481,52.48379,313870,0.985,
,13.434239,52.48272,360370,0.337,
,13.34901,52.522636,79509,0.255,
,13.3490715,52.522793,79509,0.323,
,13.349456,52.523796,79509,0.76,
,13.349206,52.524128,79509,0.847,
,13.349211,52.52414,79509,0.852,
,13.349323,52.52441,79509,0.971,
,13.349204,52.52314,79509,0.474,
,13.3492365,52.5242,79509,0.879,
,13.256001,52.428917,261134,0.118,
,13.406739,52.498188,213689,0.693,
,13.455867,52.509895,95774,0.887,
,13.455538,52.509937,95774,0.337,
,13.415791,52.540253,438830,0.647,
,13.612022,52.512882,80038,0.552,
,13.612349,52.513832,353614,0.222,
,13.332899,52.52565,186552,0.834,
,13.261159,52.435688,150189,0.063,
,13.3097515,52.502293,258239,0.495,
,13.396411,52.510494,467210,0.735,
,13.427855,52.492733,17668,0.931,
,13.421133,52.54158,36688,0.222,
,13.413676,52.5514,382053,0.12,
,13.2421055,52.423336,28085,0.436,
,13.329589,52.52749,92547,0.084,
,13.590444,52.5207,339849,0.009,
,13.58988,52.521088,335328,0.512,
,13.588326,52.52099,385069,0.557,
,13.58758,52.520897,335298,0,
,13.586526,52.520878,202980,0.019,
,13.5868845,52.521946,365375,0.699,
,13.589652,52.521694,335271,0.441,
,13.589856,52.52172,335270,0.987,
,13.466102,52.511868,345602,0.957,
,13.423504,52.538734,79290,0.406,
,13.279442,52.479782,9787,0.266,
,13.575723,52.44495,93384,0.034,
,13.4001875,52.56555,343152,0.957,
,13.403722,52.565327,295199,0.935,
,13.290198,52.55364,80841,0,
,13.388788,52.438877,315967,0.176,
,13.526887,52.509148,143003,0.633,
,13.197561,52.52448,160569,0.055,
,13.370883,52.564507,434004,0.233,
,13.2016325,52.54863,28829,0.056,
,13.3329,52.474297,8497,0.072,
,13.323137,52.456253,303017,0.37,
,13.328573,52.504852,116455,0.468,
,13.327519,52.50454,442584,0.87,
,13.426825,52.49563,277287,0.486,
,13.439252,52.476856,192847,0.113,
,13.418773,52.53097,198190,0.144,
,13.203691,52.53674,31522,0.467,
,13.398234,52.52529,371831,0.731,
,13.420801,52.496376,83991,0.139,
,13.197402,52.51318,329679,0.602,
,13.318688,52.528687,392445,1,
,13.426202,52.49236,17668,0.21,
,13.429183,52.487267,234451,0.511,
,13.394497,52.569828,116092,0.644,
,13.443242,52.497944,335782,0.585,
,13.401544,52.52915,189039,1,
,13.410425,52.5385,178127,0.12,
,13.424582,52.52825,169942,0.813,
,13.431346,52.532032,14028,0.098,
,13.398919,52.533405,177345,0.135,
,13.288554,52.588657,96080,0.309,
,13.297271,52.513065,5788,0.463,
,13.428753,52.486984,234451,0.229,
,13.426463,52.498676,131690,1,
,13.434758,52.49958,358596,0.356,
,13.279605,52.518143,435496,0.53,
,13.393653,52.48945,227984,0,
,13.316345,52.518047,9679,0.745,
,13.367966,52.551105,459746,0.338,
,13.338828,52.463375,303092,0.309,
,13.3611555,52.490128,14975,0.387,
,13.421037,52.60721,206122,0.513,
,13.309602,52.50755,116114,0.24,
,13.3544855,52.617943,402307,0.629,
,13.447133,52.50351,478677,0.057,
,13.452404,52.508457,199379,0.565,
,13.4474,52.503845,17347,0.361,
,13.447424,52.502865,477470,0.621,
,13.32531,52.504658,115962,0.749,
,13.325625,52.503635,258862,0.628,
,13.423038,52.49504,230199,0.737,
,13.323427,52.50244,2816,0.061,
,13.330558,52.469513,301915,0.415,
,13.32227,52.45557,430301,0.129,
,13.427976,52.491352,313635,0.909,
,13.305292,52.518112,347284,0.588,
,13.2969675,52.519012,43855,0.356,
,13.297429,52.512108,5784,0.781,
,13.297441,52.51204,5784,0.845,
,13.296853,52.506958,434947,0.239,
,13.420866,52.428905,376075,0.412,
,13.198248,52.533794,492774,0.127,
,13.195938,52.530457,30679,0,
,13.282046,52.510403,241307,0.884,
,13.284079,52.510345,458426,0.468,
,13.411155,52.502945,418167,0.623,
,13.366623,52.49148,449343,0.28,
,13.405043,52.49794,253578,0.111,
,13.351799,52.455902,396860,0.059,
,13.520003,52.513756,471193,0.052,
,13.189464,52.53354,253756,0.145,
,13.382962,52.492664,89913,0.271,
,13.409843,52.552593,12570,0.249,
,13.331901,52.527283,356721,0.735,
,13.423169,52.491707,386841,0.054,
,13.321699,52.502937,4181,0.433,
,13.32026,52.503033,4179,0.527,
,13.414581,52.542866,177261,0.207,
,13.327666,52.50536,396454,0.303,
,13.498359,52.50972,101629,0.278,
,13.497263,52.508644,302048,0.271,
,13.391194,52.512062,89242,0.246,
,13.401221,52.547382,15186,0.989,
,13.29872,52.51084,7354,0.483,
,13.304892,52.51245,142917,0.749,
,13.431556,52.466736,501182,1,
,13.305641,52.448235,77120,0.707,
,13.313176,52.49082,92815,0.567,
,13.467359,52.553005,451079,0.11,
,13.314317,52.571125,121396,0.198,
,13.520032,52.513798,471193,0.371,
,13.28565,52.50822,14716,0.178,
,13.600725,52.479584,486214,0.454,
,13.352756,52.54978,9260,0.277,
,13.353111,52.550087,383885,0.398,
,13.415139,52.50401,320878,0.999,
,13.444423,52.560722,17153,0.479,
,13.214497,52.439205,166516,0.55,
,13.376412,52.510395,500864,0,
,13.376625,52.51153,197319,0.514,
,13.376716,52.511993,197319,0.203,
,13.38095,52.504723,503792,0.083,
,13.50803,52.49968,343356,0.451,
,13.428672,52.53347,13968,0.743,
,13.347852,52.549335,401775,0.14,
,13.431027,52.497505,383352,0.577,
,13.408067,52.53665,247109,0.157,
,13.444458,52.4835,307052,0.735,
,13.444954,52.485126,162349,0.089,
,13.469246,52.52863,342133,0.84,
,13.468833,52.52858,491916,0.125,
,13.510045,52.45671,246682,0.189,
,13.429466,52.556335,284207,0.051,
,13.411901,52.552395,12572,0.348,
,13.439104,52.497177,251417,0.349,
,13.509686,52.454067,427500,0.15,
,13.509474,52.453606,216943,0.926,
,13.511407,52.454758,335022,0.802,
,13.470297,52.51159,296870,0.814,
,13.387826,52.517906,260827,0.962,
,13.278114,52.588543,138059,0.509,
,13.501353,52.62707,188145,0.929,
,13.283603,52.589275,170906,0.128,
,13.429425,52.532715,13998,0.783,
,13.429481,52.532753,13998,0.836,
,13.4152565,52.49307,113465,0.265,
,13.418388,52.494095,126340,0.202,
,13.418401,52.493557,114035,0.985,
,13.417469,52.49294,114032,0.636,
,13.323518,52.49162,39839,0.131,
,13.428754,52.487072,234451,0.316,
,13.320247,52.471474,88412,0.095,
,13.451115,52.512825,44212,0.28,
,13.493774,52.500893,485080,0.113,
,13.494314,52.50082,170836,0.534,
,13.493431,52.501263,332590,0.349,
,13.4398985,52.515636,404940,0.176,
,13.432943,52.48069,344778,0.279,
,13.419649,52.495285,126344,0.644,
,13.432865,52.512463,23060,0.593,
,13.363591,52.52625,16579,1,
,13.434484,52.537098,23078,0.437,
,13.285103,52.589962,244539,0.133,
,13.285882,52.589836,244558,0.468,
,13.287094,52.590134,244546,0.786,
,13.285748,52.59001,244540,0.344,
,13.287756,52.589775,63184,0.263,
,13.282557,52.58951,24947,0.549,
,13.306331,52.5058,135751,0.664,
,13.306001,52.509617,5500,0.167,
,13.302116,52.50651,129564,0.371,
,13.304231,52.502094,275604,0.274,
,13.424311,52.48698,469098,0.971,
,13.409468,52.53813,445566,0.353,
,13.345281,52.481777,302195,0.553,
,13.645063,52.378727,383183,0.25,
,13.49494,52.51442,311634,0.831,
,13.36272,52.498734,149585,0.492,
,13.363047,52.49955,224658,0.471,
,13.363355,52.49951,224658,0.998,
,13.386254,52.531693,502440,0.921,
,13.428327,52.498928,383353,0.452,
,13.451183,52.522667,24223,0.131,
,13.453255,52.523186,24223,0.895,
,13.392136,52.49837,462234,0.477,
,13.439298,52.500725,150961,0.55,
,13.438931,52.50069,150961,0.691,
,13.241009,52.442764,405726,0.708,
,13.314803,52.518208,9674,0.891,
,13.428739,52.486446,424996,0.206,
,13.427131,52.48743,123763,0.181,
,13.429533,52.486515,123765,0.691,
,13.399356,52.50815,230197,0.154,
,13.394424,52.508045,226243,0.074,
,13.432518,52.469265,313471,0.942,
,13.431828,52.468502,452101,0.483,
,13.431551,52.47015,313510,0.649,
,13.430304,52.468834,452099,0.288,
,13.462586,52.51342,8248,0.75,
,13.2993555,52.50695,434945,0.854,
,13.309822,52.506355,149357,0.299,
,13.291007,52.506516,151871,0.836,
,13.29811,52.500782,977,0.091,
,13.299263,52.500774,91942,0.026,
,13.296424,52.501217,7109,0.083,
,13.297997,52.501183,91941,0.009,
,13.313738,52.506645,300405,0.683,
,13.294681,52.513573,142435,0.108,
,13.385078,52.47104,242766,0.135,
,13.386319,52.490616,5780,0.05,
,13.393552,52.51283,160261,0.998,
,13.323017,52.51705,426886,0.258,
,13.144871,52.452404,41270,0.202,
,13.374018,52.509876,499914,1,
,13.419487,52.49626,50222,0.391,
,13.575114,52.538403,481706,0.766,
,13.665089,52.410748,141722,0.369,
,13.390046,52.564594,15463,0.925,
,13.171604,52.482716,490300,0.171,
,13.574811,52.446327,340527,0.349,
,13.576401,52.44618,246885,0.281,
,13.57626,52.44731,41212,0.907,
,13.577,52.44729,41212,0.523,
,13.436985,52.51718,400967,0.848,
,13.395333,52.507603,226243,0.368,
,13.30727,52.51749,416393,0.898,
,13.331559,52.46389,168537,0.73,
,13.2034025,52.537502,28527,0.744,
,13.202523,52.538048,64322,0.814,
,13.2036915,52.536945,31522,0.653,
,13.3920965,52.490433,187900,0.875,
,13.206545,52.538628,31043,0.554,
,13.443168,52.499645,335655,0.378,
,13.419272,52.4947,126343,0.515,
,13.437276,52.536125,14088,0.536,
,13.433948,52.53609,440512,0.632,
,13.434305,52.535915,440512,0.219,
,13.4402,52.500854,150961,0.202,
,13.314335,52.506397,416351,0.083,
,13.348834,52.524532,478134,0.757,
,13.41726,52.50078,28263,0.142,
,13.417079,52.51187,13654,0.121,
,13.417791,52.513275,333968,0.501,
,13.420038,52.502575,209659,0.754,
,13.421423,52.509857,95331,0.577,
,13.428915,52.50089,142656,0.698,
,13.232174,52.585594,499105,0.432,
,13.430015,52.468304,140357,0.819,
,13.4298,52.468277,140357,0.743,
,13.427866,52.46804,140357,0.064,
,13.428759,52.468143,140357,0.377,
,13.431926,52.501545,346738,0.563,
,13.431823,52.501762,346738,0.46,
,13.385967,52.466213,304066,0.303,
,13.380718,52.465958,304040,0.679,
,13.38842,52.520588,478866,0.879,
,13.413304,52.512455,13642,0.303,
,13.420015,52.550903,295438,0.946,
,13.382742,52.411064,82031,0.952,
