POIId,Longitude,Latitude,EdgeId,Distance_from_start_node,Type
,13.409107,52.571404,21470,0.448,
,13.403495,52.58101,22769,0.357,
,13.404357,52.58189,295395,0,
,13.402751,52.583656,22916,0.864,
,13.34833,52.552216,171019,0.753,
,13.450527,52.473656,27867,0.264,
,13.32197,52.457127,55850,0.509,
,13.426226,52.46567,100008,0.065,
,13.438874,52.488907,191997,0.318,
,13.4193535,52.4335,329430,0.942,
,13.4096575,52.570614,268008,0.278,
,13.417715,52.57091,127282,0,
,13.413764,52.572136,421252,0.606,
,13.414723,52.57175,421265,0.153,
,13.246207,52.56198,73847,0.164,
,13.44951,52.47897,162320,0.107,
,13.376067,52.455524,79927,0.566,
,13.445148,52.461952,108774,0.287,
,13.458711,52.44012,287646,0.221,
,13.457885,52.491127,189378,0,
,13.397053,52.38676,135335,0.377,
,13.2992735,52.42205,499449,0.041,
,13.305363,52.417583,74601,0.86,
,13.390271,52.557766,266708,0.543,
,13.439682,52.47705,426851,0.925,
,13.429059,52.4982,288917,0.756,
,13.410533,52.550365,325184,0.465,
,13.441396,52.469414,503819,1,
,13.44216,52.469574,393266,0,
,13.30386,52.426598,299359,0.222,
,13.442842,52.46793,53493,0.141,
,13.456354,52.510735,342975,0.22,
,13.348011,52.497517,11866,0.056,
,13.492223,52.512222,170842,0.677,
,13.467694,52.504776,278294,0.469,
,13.413333,52.54957,84970,0.003,
,13.524642,52.455254,354914,0.748,
,13.409513,52.538155,445566,0.295,
,13.373725,52.5176,227459,0.323,
,13.285095,52.50632,330237,0.924,
,13.336418,52.6182,224698,0.431,
,13.40883,52.537544,247108,0.012,
,13.541968,52.51789,177962,0.131,
,13.450817,52.47875,162322,0.211,
,13.43252,52.518444,413152,0.293,
,13.46486,52.51631,271231,0.792,
,13.383813,52.551395,12052,0.158,
,13.425074,52.494316,17672,0.969,
,13.432799,52.46526,425005,0.963,
,13.382014,52.49353,209602,0.507,
,13.424424,52.543945,256959,0.158,
,13.50838,52.528156,463861,0.404,
,13.432277,52.48794,313802,0.943,
,13.28151,52.589146,39959,0.197,
,13.495283,52.513912,176297,0,
,13.4957,52.51273,176306,0.966,
,13.466576,52.51474,271104,0.154,
,13.440994,52.472084,321802,0.699,
,13.441276,52.47297,362779,0,
,13.4568205,52.490707,259317,0.673,
,13.45759,52.490566,189376,0.192,
,13.424949,52.480495,128326,0.501,
,13.433066,52.48071,344778,0.323,
,13.514748,52.505447,360594,0.02,
,13.417902,52.493504,114035,0.164,
,13.286882,52.583958,483673,0.061,
,13.422625,52.544197,320406,0.868,
,13.420641,52.542095,320402,0.733,
,13.339614,52.450706,444529,0,
,13.320584,52.481945,4533,0.167,
,13.27501,52.53661,439974,0.533,
,13.476667,52.505054,217368,0.63,
,13.473367,52.50377,344570,0,
,13.428796,52.491547,280090,0.835,
,13.539011,52.421165,427635,0.535,
,13.260401,52.50151,46420,0.569,
,13.357265,52.541122,11511,0.136,
,13.357427,52.54196,177907,0.409,
,13.357633,52.5422,177916,0.096,
,13.593828,52.52964,336573,0.279,
,13.382232,52.51628,79182,0.894,
,13.393755,52.526173,424479,1,
,13.297057,52.50149,91940,0.279,
,13.379256,52.52902,11443,0.082,
,13.298564,52.485607,442852,0.342,
,13.401343,52.520687,124378,0.133,
,13.526357,52.456177,175458,0.3,
,13.578066,52.458183,350974,0.661,
,13.57659,52.45853,137376,0.419,
,13.576401,52.458107,137376,0.786,
,13.578607,52.458233,140522,0,
,13.578117,52.458393,350974,0.812,
,13.578323,52.4581,350974,0.737,
,13.578358,52.458313,350974,0.882,
,13.379363,52.52314,425508,0.508,
,13.224245,52.57503,294059,0.012,
,13.48754,52.46577,285622,0,
,13.405842,52.54666,15178,0.702,
,13.594262,52.449036,93631,0.709,
,13.414949,52.540863,439259,0.873,
,13.416697,52.54058,439256,0.899,
,13.419563,52.540142,320894,0.734,
,13.417219,52.5405,320896,0.982,
,13.41766,52.540436,320896,0.685,
,13.419793,52.512325,267535,0.231,
,13.286023,52.536903,353,0.335,
,13.482422,52.50323,465009,0.287,
,13.330821,52.530804,356735,0.815,
,13.397434,52.58017,87806,0.121,
,13.500984,52.54873,324138,0.836,
,13.474368,52.514145,242982,0.237,
,13.475565,52.51406,283100,0.081,
,13.498299,52.543995,106850,0.406,
,13.511414,52.462803,126289,0.681,
,13.512669,52.462624,355050,0.529,
,13.492981,52.54446,179241,0.487,
,13.4925995,52.544247,179241,0.765,
,13.491257,52.543167,106865,0.244,
,13.489029,52.54195,498308,0.369,
,13.307259,52.50559,4158,0.139,
,13.308316,52.510277,5851,0.047,
,13.320727,52.482033,4533,0.277,
,13.320157,52.480915,8270,0.114,
,13.328736,52.53309,385650,0.008,
,13.50365,52.548668,356377,0.417,
,13.430705,52.498104,144655,0.891,
,13.431194,52.49857,329589,0.253,
,13.299198,52.504837,129582,0.87,
,13.417398,52.546947,225615,0.523,
,13.415476,52.547955,36761,0.884,
,13.418557,52.494377,126340,0.648,
,13.435451,52.51111,382931,0.017,
,13.414729,52.545788,36769,0.614,
,13.415758,52.54383,320416,0.801,
,13.307921,52.50166,296498,0.649,
,13.267435,52.483723,331427,0.881,
,13.514154,52.464874,382115,0.399,
,13.392622,52.486835,317488,0.177,
,13.472777,52.51236,333027,0.447,
,13.472576,52.513683,242787,0.969,
,13.422104,52.544228,320406,0.738,
,13.368493,52.54456,11608,0.028,
,13.470857,52.415436,187903,1,
,13.503525,52.54796,106924,0.714,
,13.503765,52.54796,106924,0.445,
,13.4162035,52.54436,177256,0.436,
,13.415888,52.518116,194339,0.138,
,13.471947,52.51375,413808,0.652,
,13.509288,52.550575,330992,0.071,
,13.193599,52.430622,388220,0.479,
,13.502812,52.555656,32916,0.683,
,13.412189,52.50259,262101,0.105,
,13.412718,52.531216,341996,0.637,
,13.412804,52.531315,169960,0.779,
,13.371144,52.422215,24662,0.255,
,13.397492,52.386578,30580,0.763,
,13.312864,52.481316,457712,0,
,13.39979,52.3865,445951,0.547,
,13.474647,52.514854,270646,0.635,
,13.398232,52.386745,135334,0.834,
,13.460217,52.550076,433607,0.136,
,13.46284,52.55064,345416,0.37,
,13.466457,52.55208,260131,0.93,
,13.449999,52.54854,379903,0.307,
,13.449848,52.548573,379902,0.547,
,13.453189,52.548386,248567,0.446,
,13.480851,52.52323,441110,0.738,
,13.415211,52.541836,320504,0.678,
,13.525457,52.48007,411388,0.663,
,13.406129,52.53616,12602,0.364,
,13.520117,52.553543,381673,0.329,
,13.502697,52.63659,276288,0.401,
,13.412885,52.520466,423944,0.827,
,13.412701,52.52061,446134,0.594,
,13.412827,52.520504,446133,1,
,13.451292,52.510525,252248,0.299,
,13.271697,52.536877,11202,0.131,
,13.2045555,52.536873,103878,0.714,
,13.460367,52.49299,283042,0.814,
,13.323454,52.513752,435642,0.48,
,13.479604,52.470486,221770,0.264,
,13.311966,52.58473,44874,0.914,
,13.2323475,52.43746,380414,0.87,
,13.454484,52.42925,466994,0.515,
,13.403377,52.386787,1162,0.513,
,13.401635,52.413048,167693,0.418,
,13.405347,52.54063,247103,0.494,
,13.307374,52.50514,349272,0.575,
,13.402679,52.5311,49830,0.639,
,13.47114,52.510376,43408,0.267,
,13.321768,52.520905,2561,0.534,
,13.326061,52.521877,2571,0.463,
,13.312924,52.570137,127439,0.592,
,13.322348,52.52344,168238,0.431,
,13.443233,52.499203,335655,0.178,
,13.443463,52.500015,62229,0.896,
,13.405808,52.534363,467942,0.56,
,13.402533,52.524033,219788,0.961,
,13.43192,52.482296,132815,0.436,
,13.314585,52.4172,298890,0.525,
,13.38715,52.549377,484928,1,
,13.305692,52.509377,5500,0.32,
,13.393698,52.619267,68544,0.408,
,13.328525,52.52786,356709,0.133,
,13.323165,52.514156,196469,0.944,
,13.3098135,52.507736,164496,0.042,
,13.296924,52.500645,7109,0.413,
,13.335386,52.52657,9096,0.633,
,13.328903,52.528046,356708,0.945,
,13.328469,52.527634,329921,0.138,
,13.34251,52.532154,16540,0.917,
,13.467254,52.468166,153043,0.348,
,13.3967905,52.536846,452304,0.538,
,13.280551,52.447098,19512,0.509,
,13.330469,52.5055,248997,0.21,
,13.318797,52.50108,2803,0.744,
,13.322739,52.51097,206578,1,
,13.390571,52.51473,160256,0.581,
,13.438024,52.482956,313611,0.921,
,13.436753,52.483585,267311,0.845,
,13.445319,52.445587,200970,0.367,
,13.4478855,52.437077,201943,0.614,
,13.448364,52.437138,201943,0.101,
,13.381786,52.454124,197648,0.805,
,13.411736,52.550938,325209,0.902,
,13.411503,52.55059,37021,0.889,
,13.456096,52.49018,58559,0.585,
,13.418065,52.54229,35457,0.245,
,13.387091,52.523907,279893,0.403,
,13.397358,52.53593,402923,0.303,
,13.354993,52.487392,309403,0.306,
,13.330153,52.52744,92546,0.379,
,13.399052,52.50775,440473,0.543,
,13.388044,52.550354,12110,0.383,
,13.386945,52.55001,427333,0.3,
,13.385913,52.552876,12057,0.459,
,13.38413,52.551167,179726,0.326,
,13.521602,52.513424,124135,0.254,
,13.386007,52.552944,12057,0.558,
,13.388733,52.549717,54723,0.871,
,13.572448,52.409157,312578,0.522,
,13.559369,52.40412,228932,0.505,
,13.291002,52.47547,429046,0.903,
,13.326232,52.462364,485850,0.802,
,13.282506,52.451416,144495,0.695,
,13.411857,52.552147,12572,0.341,
,13.582839,52.455193,350190,0.721,
,13.421401,52.53563,36685,0.695,
,13.305632,52.50957,192555,0.9,
,13.306923,52.50105,7173,0.431,
,13.529616,52.432293,206541,0.623,
,13.496207,52.506042,18195,0.637,
,13.496894,52.50722,302052,0.219,
,13.497346,52.508823,125006,0.087,
,13.538272,52.52816,136891,0.246,
,13.454766,52.429745,390034,0.87,
,13.387706,52.549587,201922,0.833,
,13.538245,52.528282,136881,0.549,
,13.384002,52.55598,332472,0.237,
,13.388968,52.549423,227152,0.602,
,13.4911175,52.501865,332565,0.498,
,13.4944935,52.502945,332593,0.565,
,13.498393,52.50979,101629,0.398,
,13.498448,52.509907,391389,0.136,
,13.208799,52.509518,202097,1,
,13.211431,52.50954,202087,0.683,
,13.48102,52.478905,428942,0.952,
,13.306835,52.499905,149152,0.429,
,13.436267,52.424183,203041,0.673,
,13.436076,52.424557,203042,0.072,
,13.436334,52.42337,83128,0.88,
,13.436369,52.423378,83129,0.06,
,13.436585,52.42429,203055,0.28,
,13.543579,52.523823,489628,0,
,13.5402975,52.52673,289344,1,
,13.537744,52.52783,144696,0.346,
,13.400746,52.529995,189030,0.367,
,13.402381,52.528492,189028,0.79,
,13.343003,52.53128,11373,0.774,
,13.454101,52.510445,95771,0.652,
,13.60796,52.53939,316532,0.737,
,13.485254,52.51226,251383,0.184,
,13.3421335,52.5016,453095,0.925,
,13.323089,52.458904,187584,0.713,
,13.428733,52.472214,472393,0.357,
,13.433447,52.472336,321062,0.402,
,13.370758,52.42283,96215,0.899,
,13.271381,52.576004,323552,0.123,
,13.300736,52.501335,2236,0.283,
,13.305153,52.513344,324963,0.082,
,13.305802,52.510284,7116,0.82,
,13.305442,52.51352,324963,0.234,
,13.301363,52.51533,7049,0.222,
,13.401233,52.414993,167724,0.71,
,13.281843,52.477764,428111,0.803,
,13.28361,52.478886,428110,0.433,
,13.311455,52.47989,197537,0.011,
,13.31234,52.48054,501852,0,
,13.285616,52.47946,238648,0.132,
,13.507573,52.439255,206741,1,
,13.292238,52.474533,267436,0.62,
,13.292523,52.474434,267435,0.968,
,13.29242,52.475,236843,0.348,
,13.292159,52.475113,236843,0.586,
,13.275639,52.5369,466722,0.384,
,13.57205,52.412678,372762,0.34,
,13.301475,52.48864,501932,0.439,
,13.268696,52.511322,12370,0.164,
,13.260413,52.515957,456642,0.119,
,13.260642,52.515945,499380,1,
,13.262141,52.51575,85436,0.286,
,13.400314,52.522808,189089,0.476,
,13.259382,52.430172,496248,0,
,13.403732,52.52044,442724,0.796,
,13.430424,52.498203,329590,0.36,
,13.392914,52.520203,13229,0.11,
,13.462446,52.514755,404948,0.929,
,13.428214,52.498486,288917,0.364,
,13.408489,52.537643,499385,0.277,
,13.380377,52.552532,84057,0.891,
,13.253181,52.450012,345596,0.831,
,13.253482,52.450108,345596,0.533,
,13.512243,52.504143,183478,0.075,
,13.39325,52.48934,11101,0.378,
,13.392638,52.489437,11100,0.663,
,13.497185,52.52621,199799,0.788,
,13.352068,52.48042,291678,0.262,
,13.357326,52.48746,227456,0.114,
,13.361311,52.48574,278656,0.684,
,13.360773,52.49458,7731,0.741,
,13.465397,52.522614,263371,0.368,
,13.478838,52.516212,482695,0.156,
,13.307358,52.505054,349273,0.04,
,13.392693,52.543068,179785,1,
,13.392614,52.543175,179787,0.201,
,13.201218,52.548214,207392,0.317,
,13.200993,52.54777,207392,0.665,
,13.200496,52.548946,207385,0.759,
,13.19829,52.533543,492776,0.833,
,13.313214,52.5032,4174,0.959,
,13.377943,52.53636,33291,0.427,
,13.302525,52.60003,220940,0.394,
,13.413104,52.548233,182160,0.372,
,13.40735,52.539246,177206,0.929,
,13.402402,52.530807,49831,0.237,
,13.26144,52.436245,150189,0.814,
,13.424992,52.534744,13966,0.324,
,13.413792,52.55905,272299,0.83,
,13.290735,52.47513,2104,0.323,
,13.459409,52.548332,23313,0.562,
,13.292747,52.457886,301024,0.12,
,13.292557,52.457882,301024,0.328,
,13.414292,52.542583,242781,0.043,
,13.419249,52.54541,131834,0.46,
,13.460175,52.50974,65255,0.436,
,13.212061,52.60662,192243,0.898,
,13.230632,52.608257,399238,0.66,
,13.448567,52.512096,426674,0.266,
,13.261697,52.43514,136665,0.239,
,13.458975,52.51266,160285,0.259,
,13.475501,52.513863,283099,0.584,
,13.475514,52.51392,283099,0.728,
,13.48925,52.512463,423561,0.284,
,13.496519,52.41727,305406,0.73,
,13.352792,52.484047,265304,0.966,
,13.360819,52.490635,227445,0,
,13.325109,52.455482,466763,0.842,
,13.3350935,52.47227,96003,0.292,
,13.353913,52.413315,133567,0.967,
,13.308404,52.503178,258240,0.972,
,13.307596,52.504234,296486,0.433,
,13.307642,52.504078,296486,0.608,
,13.320873,52.502995,4180,0.094,
,13.293704,52.488564,6288,0.831,
,13.301063,52.488445,501933,0.827,
,13.295907,52.497456,1553,0.115,
,13.4387455,52.541508,14134,0.95,
,13.414101,52.548878,409337,0.378,
,13.413907,52.548454,300766,0.664,
,13.478063,52.504765,217370,0.192,
,13.507299,52.403522,410730,0.106,
,13.497225,52.4157,360462,1,
,13.49577,52.41562,238997,0.672,
,13.497295,52.4166,305409,0.609,
,13.506262,52.405235,347040,0.835,
,13.32581,52.491123,39840,0.592,
