POIId,Longitude,Latitude,EdgeId,Distance_from_start_node
330,13.427275,52.482277,313593,0.955
331,13.429329,52.482105,360382,0.369
332,13.392604,52.487457,11109,0.079
333,13.419811,52.534245,343301,0.866
334,13.497071,52.50832,302048,0.93
335,13.387411,52.552425,15374,0.697
336,13.547241,52.529945,477476,0.77
337,13.34415,52.50409,11854,0.103
338,13.4911995,52.502,332565,0.634
339,13.49842,52.50985,391389,0.381
340,13.3250475,52.50467,115962,0.508
341,13.469984,52.506516,8244,0.579
342,13.373035,52.508667,419473,0.524
343,13.440752,52.483303,162306,0.527
344,13.328815,52.519787,324841,0.633
345,13.389744,52.555065,384195,0.266
346,13.43935,52.473557,413703,0.762
347,13.3516245,52.540928,9232,0.325
348,13.28158,52.477592,428112,0.437
349,13.292912,52.474308,267435,0.326
350,13.428797,52.495808,329268,0.071
351,13.263083,52.514618,128508,0.852
352,13.259901,52.516556,92805,0.719
353,13.439244,52.49953,280084,0.965
354,13.423268,52.536938,13970,0.009
355,13.421253,52.53698,331528,0.644
356,13.508506,52.445408,95308,0.227
357,13.359576,52.49001,15004,0.325
358,13.202662,52.54774,25220,0.776
359,13.203164,52.547974,25221,0.246
360,13.408588,52.53122,424709,0.685
361,13.293407,52.44638,300403,0.358
362,13.49476,52.504543,358118,0
363,13.420944,52.448605,205314,0.722
364,13.416434,52.446014,117703,0.2
365,13.512934,52.46715,113439,0.002
366,13.496074,52.506664,302052,0.925
367,13.415743,52.541935,320504,0.469
368,13.416698,52.542797,320503,0.726
369,13.323568,52.464607,97439,0.172
370,13.414434,52.54271,242780,0.264
371,13.392025,52.524994,2336,0.272
372,13.328561,52.468624,367514,1
373,13.307267,52.504078,296486,0.496
374,13.410979,52.53302,36666,0.786
375,13.440379,52.54287,179331,0.456
376,13.438446,52.541218,135575,0.981
377,13.386324,52.442226,280052,0.845
378,13.498036,52.5093,147084,0.212
379,13.486605,52.504047,332539,0.531
380,13.5056095,52.410038,239123,0.941
381,13.490797,52.420776,323678,0.53
382,13.498467,52.418945,316584,0.983
383,13.374942,52.547916,84023,0.688
384,13.506297,52.402737,305465,0.344
385,13.451997,52.5192,187288,0.852
386,13.375033,52.547115,339835,0.269
387,13.378639,52.550327,12014,0.094
388,13.382032,52.552303,468639,0.545
389,13.459003,52.512093,17408,0.442
390,13.299138,52.47342,137118,0.452
391,13.29621,52.514378,287544,0.054
392,13.543422,52.523743,112168,0.836
393,13.306303,52.517006,459691,0.838
394,13.370984,52.545467,9292,0.621
395,13.369365,52.543972,484789,1
396,13.335155,52.498253,6833,0.395
397,13.350924,52.530865,2395,0.042
398,13.331397,52.522484,83351,0.198
399,13.422981,52.4755,265570,0.129
400,13.416177,52.5532,409143,0.099
401,13.412624,52.53981,296957,0.739
402,13.431806,52.48796,313802,0.551
403,13.431011,52.487755,234448,0.775
404,13.430236,52.488007,234448,0.375
405,13.45194,52.522484,24223,0.377
406,13.398653,52.58019,413752,0.75
407,13.326808,52.48688,7292,0.648
408,13.40283,52.58601,164305,0.577
409,13.410608,52.54104,341993,0.65
410,13.443729,52.500416,456907,0.57
411,13.549243,52.43822,297120,0.697
412,13.547325,52.435303,286561,0.686
413,13.541845,52.43686,345528,0.364
414,13.463232,52.515976,17292,0.458
415,13.423733,52.50018,352638,0.063
416,13.423454,52.500546,40728,0.815
417,13.4133005,52.491394,251527,0.612
418,13.363214,52.56656,15602,0.063
419,13.468317,52.528378,342131,0.887
420,13.458287,52.509987,324867,0.506
421,13.448578,52.4906,313740,0.242
422,13.46391,52.516483,271231,0.105
423,13.46654,52.518837,17283,0.232
424,13.410019,52.53912,43297,0.45
425,13.364129,52.413315,388660,0.837
426,13.418941,52.534885,131901,0.265
427,13.418887,52.534843,131901,0.37
428,13.554491,52.545914,348545,0.505
429,13.341982,52.45041,300866,0.61
430,13.315385,52.443287,252591,0.916
431,13.295121,52.515503,7520,0.681
432,13.466364,52.517307,212472,0
433,13.273817,52.434532,45870,0.334
434,13.423645,52.50029,40728,0.259
435,13.350392,52.53219,458604,0.537
436,13.350928,52.53243,458610,0.152
437,13.350169,52.53412,162964,0.396
438,13.350803,52.532825,458601,0.818
439,13.298332,52.487984,6292,0.7
440,13.458321,52.510056,324867,0.437
441,13.381303,52.474285,304887,0.649
442,13.327167,52.46438,204351,0.568
443,13.426581,52.499714,465732,0.285
444,13.323087,52.489124,359716,0.737
445,13.344474,52.506096,310114,0.909
446,13.470557,52.506195,361782,0.012
447,13.468416,52.507267,249296,0.167
448,13.417116,52.50198,17729,0.178
449,13.416712,52.500965,28263,0.481
450,13.416616,52.501083,28263,0.589
451,13.414153,52.50258,455562,0.545
452,13.364682,52.574596,181419,0.894
453,13.418287,52.50066,459384,0
454,13.420063,52.50211,352714,0.073
455,13.455426,52.51211,251055,0.871
456,13.456183,52.511963,251055,0.367
457,13.456247,52.511696,251055,0.297
458,13.458414,52.510944,324870,0.338
459,13.397172,52.529842,413819,0.611
460,13.397203,52.529747,413819,0.701
461,13.339384,52.52817,56970,0.204
462,13.334897,52.525593,152126,0.866
463,13.498055,52.501087,100806,0.377
464,13.511829,52.510006,18174,0.833
465,13.435569,52.486122,162303,0.071
466,13.317333,52.50655,1213,0.83
467,13.415377,52.54195,320504,0.588
468,13.419416,52.495617,225738,0.874
469,13.498256,52.515163,94628,0.359
470,13.497941,52.513847,311633,0.104
471,13.436593,52.511528,14691,0.398
472,13.435172,52.494312,6989,0.933
473,13.43133,52.49739,383352,0.987
474,13.498813,52.515472,101083,0.16
475,13.469613,52.511703,311834,0.695
476,13.357838,52.53909,383665,1
477,13.293475,52.488747,6288,0.654
478,13.437268,52.485287,162303,0.856
479,13.4397745,52.486908,28211,0.817
480,13.331102,52.52832,19599,0.901
481,13.417324,52.448875,117680,0.727
482,13.299612,52.511948,7367,0.274
483,13.303275,52.51297,7060,0.176
484,13.317769,52.482178,237605,0.606
485,13.390913,52.52582,393011,0.863
486,13.448247,52.478348,334362,0.252
487,13.470781,52.51355,242785,0.673
488,13.442113,52.483067,313944,0.234
489,13.34811,52.54102,456995,0.924
490,13.348632,52.541428,456997,0.766
491,13.45234,52.51566,469637,0.576
492,13.401722,52.52444,492452,0.16
493,13.440745,52.46206,480075,0.304
494,13.430459,52.552605,226143,0.784
495,13.491868,52.40878,305567,0.248
496,13.466118,52.50826,95777,0.937
497,13.455421,52.508785,65257,0.593
498,13.441461,52.501545,346800,0.091
499,13.431629,52.50125,142657,0.186
500,13.416129,52.491173,373278,0.621
501,13.387575,52.5259,457505,0.906
502,13.412688,52.53821,162442,0.184
503,13.289215,52.49817,88231,0.616
504,13.418995,52.499973,442154,0.895
505,13.331557,52.499657,81594,0.404
506,13.393098,52.52023,13228,0.806
507,13.340183,52.443573,177048,0.73
508,13.42459,52.497402,329251,0.054
509,13.4453335,52.499474,359485,0.137
510,13.431519,52.49055,373257,0.125
511,13.408874,52.522545,497916,0.461
512,13.418711,52.551342,295438,0.144
513,13.45836,52.509502,278299,0.219
514,13.436742,52.487408,227651,0.911
515,13.361139,52.490944,14967,0.443
516,13.327543,52.42961,388675,1
517,13.315069,52.4287,298525,0.833
518,13.43629,52.42371,63243,0.688
519,13.43662,52.418015,244467,0.376
520,13.352704,52.528076,10236,0.869
521,13.460082,52.511337,251048,0.761
522,13.270489,52.549488,217794,0.968
523,13.355176,52.49046,203198,0.771
524,13.428073,52.488422,373302,0.129
525,13.351463,52.48215,302201,0.481
526,13.376244,52.57179,15573,0.195
527,13.262451,52.410828,46842,0.754
528,13.40082,52.52782,392848,0.156
529,13.423563,52.473965,313795,0.162
530,13.485659,52.53648,173322,0.914
531,13.439361,52.48399,313610,0.202
532,13.258876,52.435696,268944,0
533,13.302212,52.505833,128619,0.234
534,13.457407,52.513035,160287,0.001
535,13.434151,52.48323,313604,0.25
536,13.349533,52.524,79509,0.848
537,13.253486,52.414566,245775,0.504
538,13.410679,52.49945,13686,0.911
539,13.198529,52.54839,25239,0.074
540,13.280608,52.586414,24963,0.933
541,13.419485,52.49926,502860,0.162
542,13.309841,52.502228,258239,0.277
543,13.352541,52.488167,309633,0.891
544,13.43129,52.479515,367923,0.471
545,13.311445,52.44694,6210,0.976
546,13.589708,52.52095,492091,0.289
547,13.58948,52.521687,335271,0.817
548,13.590833,52.52222,339846,0.137
549,13.591616,52.521652,359509,1
550,13.433054,52.535873,440523,0.387
551,13.4210615,52.53935,361714,0.655
552,13.313415,52.505535,248677,0.054
553,13.328771,52.47717,12264,0.96
554,13.309022,52.505817,4160,0.947
555,13.32207,52.615913,81996,0.795
556,13.432948,52.48406,162313,0.665
557,13.38889,52.52608,428655,0.743
558,13.31741,52.49832,168916,0.447
559,13.390626,52.52567,2338,0.3
560,13.3910885,52.525555,2337,0.103
561,13.391424,52.525475,2336,0.781
562,13.391936,52.52536,2336,0.399
563,13.391226,52.52552,2336,0.929
564,13.2012,52.563927,32731,0.123
565,13.391823,52.525383,2336,0.483
566,13.328448,52.50483,116455,0.029
567,13.455769,52.50859,65257,0.602
568,13.278247,52.577362,425858,0.644
569,13.435904,52.469025,134587,0.121
570,13.429352,52.498085,234125,0.905
571,13.403517,52.505753,248151,0.806
572,13.209458,52.56486,216660,0.91
573,13.324958,52.509468,206574,1
574,13.4360075,52.536125,14073,0.391
575,13.398391,52.533115,177345,0.087
576,13.397939,52.5343,177345,0.764
577,13.412685,52.53603,36677,0.108
578,13.375128,52.48758,312863,0.927
579,13.43087,52.48757,234448,0.74
580,13.414331,52.539593,169482,1
581,13.425441,52.4984,329251,0.66
582,13.411268,52.503967,468184,0.218
583,13.367893,52.55126,458409,1
584,13.319771,52.47668,8068,0.347
585,13.455276,52.508373,65257,0.783
586,13.380087,52.571445,291532,0.033
587,13.325575,52.50332,258862,0.836
588,13.434915,52.485947,227653,0.229
589,13.437557,52.48487,162304,0.043
590,13.304021,52.517982,2984,0.615
591,13.306139,52.517056,459693,0.324
592,13.297338,52.51262,5784,0.299
593,13.355965,52.408726,299244,0.327
594,13.307243,52.446575,199412,0.334
595,13.379463,52.451714,185428,0.909
596,13.402144,52.5564,203651,0.547
597,13.382791,52.492218,89912,0.696
598,13.320511,52.566044,225346,0.93
599,13.405676,52.529697,80138,0.498
600,13.42532,52.493355,184,0.08
601,13.299723,52.501816,1583,0.789
602,13.300917,52.50263,2233,0.492
603,13.299806,52.516975,341927,0.441
604,13.304941,52.516716,5582,0.181
605,13.305035,52.513878,472257,0.307
606,13.470009,52.512012,311834,0.272
607,13.2287855,52.62542,193721,0.385
608,13.460369,52.509346,65255,0.632
609,13.284876,52.508507,31864,0.16
610,13.431802,52.480476,344776,0.92
611,13.434601,52.48625,162312,0.339
612,13.399626,52.51143,467232,0.766
613,13.359711,52.543453,99418,1
614,13.437363,52.499588,17578,0.796
615,13.4146,52.526886,13883,0.71
616,13.424738,52.534542,13966,0.185
617,13.415158,52.54766,225610,0.969
618,13.431109,52.497486,383352,0.683
619,13.437284,52.48502,162303,0.911
620,13.450316,52.489197,162329,0.679
621,13.448853,52.485245,77263,0.794
622,13.427317,52.477547,313928,0.214
623,13.413474,52.551987,12572,0.836
624,13.414887,52.538303,162445,0.84
625,13.214014,52.560757,300023,0.125
626,13.415815,52.55333,466704,0.894
627,13.416881,52.494343,126334,0.349
628,13.41789,52.49294,114033,0.187
629,13.427932,52.48927,313634,0.477
630,13.428012,52.488598,313634,0.126
631,13.428784,52.48823,373302,0.964
632,13.479034,52.503002,301249,0.208
633,13.292249,52.506897,4204,0.382
634,13.472367,52.52741,36602,0.443
635,13.344424,52.549072,326326,0.917
636,13.301349,52.49448,241339,0.326
637,13.299291,52.493446,137163,0.213
638,13.384248,52.493237,209629,0.257
639,13.405198,52.52752,13846,0.724
640,13.269408,52.509434,38999,0.256
641,13.379562,52.53643,1272,0.672
642,13.417311,52.549686,296622,0.105
643,13.328886,52.476414,40650,0.184
644,13.324334,52.47362,8415,0.065
645,13.358434,52.547356,179685,0.599
646,13.290838,52.47114,6456,0.842
647,13.395498,52.53849,179799,0.665
648,13.39711,52.537212,452318,0.187
649,13.411487,52.5409,455405,0.559
650,13.351614,52.479946,445427,0.905
651,13.309543,52.525925,69905,0.129
652,13.420626,52.500813,149793,0.687
653,13.388211,52.528725,462374,0.809
654,13.452709,52.52305,24223,0.693
655,13.348885,52.489227,8016,0.661
656,13.440404,52.500885,150961,0.123
657,13.430556,52.46924,313471,0.083
658,13.410883,52.545254,15185,0.156
659,13.465984,52.498825,313784,0.204
660,13.4654,52.49736,283013,0.074
661,13.298243,52.501106,91941,0.206
662,13.377062,52.482513,260233,0.421
663,13.386419,52.490936,5779,0.586
664,13.432419,52.48403,313605,0.22
665,13.410692,52.52668,454523,0.847
666,13.481164,52.4868,279263,0.227
667,13.479825,52.476425,489034,0.76
668,13.44235,52.516674,17329,0.112
669,13.443514,52.517437,413140,0.404
670,13.331175,52.464077,9878,0.619
671,13.331051,52.46378,168527,0.649
672,13.330962,52.46382,168527,0.374
673,13.43467,52.53726,23078,0.739
674,13.40472,52.523277,196693,0.356
675,13.468014,52.483723,30994,0.295
676,13.387643,52.52559,457505,0.618
677,13.431339,52.501633,225149,0.757
678,13.429907,52.500816,346755,0.687
679,13.42019,52.50279,209659,0.535
680,13.416927,52.51213,13654,0.384
681,13.411946,52.545208,15185,0.685
682,13.430201,52.46852,140357,0.892
683,13.432198,52.50181,346738,0.07
684,13.432434,52.50204,346737,0.594
685,13.259713,52.434895,302219,0.908
686,13.511251,52.45597,325994,0.483
687,13.292658,52.49792,1045,0.678
688,13.2936735,52.497803,149135,0.292
689,13.259522,52.428757,130749,0.484
690,13.34519,52.553993,259382,1
691,13.47338,52.515133,17298,0.515
692,13.461009,52.511414,59051,0.743
693,13.43206,52.535713,13976,0.967
694,13.386092,52.55893,231266,0.722
695,13.391648,52.55338,125869,0.058
696,13.4075985,52.529278,80133,0.677
697,13.246131,52.54466,271947,0.653
698,13.379959,52.465675,304041,0.731
699,13.384709,52.520824,280102,0.16
700,13.43993,52.499527,52236,0.597
701,13.43761,52.499817,17578,0.926
702,13.349691,52.532814,11839,0.679
703,13.349997,52.53355,3877,0.2
704,13.460623,52.508945,278300,0.458
705,13.423578,52.47905,222201,0.057
706,13.43108,52.53584,13976,0.737
707,13.21204,52.56064,217789,0.356
708,13.377246,52.55677,399338,0.539
709,13.378592,52.552326,217195,0.389
710,13.349687,52.479237,41383,0.922
711,13.2020235,52.54791,25220,0.328
712,13.332163,52.463585,5600,0.873
713,13.264706,52.537426,80791,0.142
714,13.203564,52.548244,80795,0.497
715,13.463958,52.511257,18115,0.189
716,13.358036,52.55196,9558,0.791
717,13.46334,52.517807,17277,0.484
718,13.268148,52.536926,139597,0.853
719,13.271082,52.535267,11185,0.849
720,13.4429035,52.46098,181565,0.096
721,13.499525,52.507557,18270,0.487
722,13.504512,52.50951,92908,0.447
723,13.503035,52.50785,228856,0.223
724,13.505105,52.50899,92909,0.49
725,13.46554,52.50165,104597,0.654
726,13.424175,52.497524,329560,0.852
727,13.420383,52.496616,226410,0.094
728,13.386639,52.55185,15373,0.643
729,13.386789,52.551956,15373,0.757
730,13.4817705,52.516315,18012,0.043
731,13.396883,52.525,371831,0.156
732,13.4273205,52.484818,18844,0.729
