0 13.396096 52.538857 20481 0.582
1 13.356342 52.54768 9271 0.68
2 13.334824 52.55102 233632 0.864
3 13.388738 52.5194 502077 0.383
4 13.379787 52.516727 79180 0.791
5 13.373732 52.50793 395264 0.325
6 13.37643 52.510586 501615 0.538
7 13.398848 52.523468 13193 0.777
8 13.270851 52.508907 459495 0.975
9 13.377005 52.50827 380739 0.705
10 13.383145 52.530758 502245 0.722
11 13.390018 52.511074 502618 0.238
12 13.389471 52.511356 458192 0.128
13 13.411459 52.519974 355995 0.18
14 13.410351 52.51953 81836 0.451
15 13.530639 52.429688 293284 0.437
16 13.412505 52.540867 500152 0.123
17 13.4141 52.54064 296941 0.505
18 13.420499 52.538223 86162 0.259
19 13.354067 52.488007 309402 0.486
20 13.509131 52.45656 498165 0.243
21 13.323771 52.475304 81279 0.055
22 13.406174 52.545845 15175 0.156
23 13.343937 52.51676 453876 0.379
24 13.346432 52.518616 424844 0.739
25 13.327771 52.50331 494753 0.837
26 13.348355 52.514652 380435 0.151
27 13.2172575 52.42721 483735 0.423
28 13.360948 52.4882 44363 0.244
29 13.292542 52.45635 301650 0.811
30 13.443644 52.49799 335782 0.773
31 13.443181 52.497063 99436 0.919
32 13.361927 52.488266 44364 0.863
33 13.387 52.525913 457489 0.009
34 13.526315 52.492176 179459 0.466
35 13.3403015 52.470013 96413 0.955
36 13.4225855 52.433666 230567 0.857
37 13.467833 52.468624 241097 0.722
38 13.466395 52.505405 339462 0.69
39 13.466686 52.50568 339463 0.082
40 13.393508 52.489014 11101 0.745
41 13.461317 52.512047 160283 0.227
42 13.35709 52.42805 98813 0.481
43 13.357248 52.425457 406876 1.0
44 13.556704 52.546837 366576 0.0
45 13.367515 52.491047 416853 0.721
46 13.457186 52.509777 278297 0.798
47 13.456938 52.51094 65259 0.16
48 13.458253 52.512802 160285 0.726
49 13.457108 52.51601 99504 0.893
50 13.463162 52.51659 271230 0.177
51 13.472154 52.515556 17311 0.736
52 13.458563 52.51133 251052 0.139
53 13.459133 52.512432 160285 0.135
54 13.201996 52.537083 64327 0.562
55 13.601558 52.482006 57286 0.107
56 13.3213625 52.50744 320925 0.007
57 13.438272 52.542686 14188 0.839
58 13.322974 52.49786 4248 0.152
59 13.3228245 52.49794 4247 0.623
60 13.435761 52.532345 320881 0.003
61 13.446284 52.524544 132567 0.218
62 13.130758 52.444546 119729 0.026
63 13.398318 52.51526 13290 0.102
64 13.398526 52.519115 269552 0.244
65 13.404072 52.551186 37010 0.156
66 13.408062 52.551666 142871 0.905
67 13.416979 52.54978 296621 0.366
68 13.418279 52.49232 113467 0.634
69 13.418132 52.492355 113467 0.537
70 13.419015 52.4938 28230 0.467
71 13.419301 52.49373 28230 0.047
72 13.4204 52.49316 28226 0.1
73 13.464058 52.52879 342127 0.584
74 13.355162 52.48667 499030 0.831
