Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
181079 [6, 3, 6, 6, 6] 5 [2, 3]|Found route: [POIs: (4524, 166237, gas_station, 2.4060597430431114), (2794, 166640, movie_theater, 0.24060291803385392), (4524, 166237, gas_station, 0.24060291803385395), (4440, 159226, gas_station, 1.8028650842290594), (4440, 159226, gas_station, 0.0), Length: 4.690130663339879, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 674 ms|Time for KNN: 673 ms|Heap fetches: 68|Max heap size: 52
314366 [3, 1, 0, 0, 4] 5 [2, 3]|Found route: [POIs: (2801, 324251, movie_theater, 2.0635287349956104), (382, 324825, coffee_shop, 0.8605981951705711), (963, 324825, restaurant, 0.0), (382, 324825, restaurant, 0.0), (2954, 324923, pharmacy, 0.18772303060411008), Length: 3.1118499607702916, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 376 ms|Time for KNN: 373 ms|Heap fetches: 568|Max heap size: 71
336807 [1, 1, 4, 3, 2] 5 [0, 1]|Found route: [POIs: (537, 325034, coffee_shop, 1.1734372867581393), (1349, 326486, coffee_shop, 0.166590991429544), (3267, 326578, pharmacy, 0.4032072927865563), (2698, 326582, movie_theater, 0.014232524356501769), (2467, 337949, atm_bank, 0.11244080313857219), Length: 1.8699088984693137, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 258 ms|Time for KNN: 257 ms|Heap fetches: 268|Max heap size: 174
392802 [3, 3, 5, 4, 5] 5 [0, 1]|Found route: [POIs: (2728, 392427, movie_theater, 1.3310099933030362), (2770, 392427, movie_theater, 0.0), (3898, 392400, pub_bar, 0.027831389916167598), (3235, 392411, pharmacy, 0.3490569303301982), (3592, 392476, pub_bar, 0.3487913226623628), Length: 2.0566896362117646, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 47 ms|Time for KNN: 47 ms|Heap fetches: 42|Max heap size: 16
354345 [6, 6, 4, 2, 3] 5 [0, 1]|Found route: [POIs: (4526, 276863, gas_station, 2.170670365709009), (4539, 276224, gas_station, 0.6156235559014662), (3227, 275456, pharmacy, 1.0314131845549082), (2437, 275467, atm_bank, 0.10992855347150066), (2747, 275432, movie_theater, 0.327695349367367), Length: 4.2553310090042515, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 343 ms|Time for KNN: 342 ms|Heap fetches: 194|Max heap size: 46
416552 [6, 6, 4, 5, 6] 5 [0, 1]|Found route: [POIs: (4499, 399529, gas_station, 6.4621914104757), (4506, 242566, gas_station, 2.359611094973361), (3069, 241690, pharmacy, 0.49830443641831085), (3812, 242260, pub_bar, 0.4157455784262281), (4448, 241987, gas_station, 0.4012477944682302), Length: 10.13710031476183, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1139 ms|Time for KNN: 1137 ms|Heap fetches: 367|Max heap size: 137
140243 [3, 3, 3, 6, 5] 5 [0, 1]|Found route: [POIs: (2749, 299129, movie_theater, 1.4328489539991203), (2712, 299046, movie_theater, 0.5505037280876908), (2712, 299046, movie_theater, 0.0), (4504, 300118, gas_station, 0.7637349968726378), (3729, 300049, pub_bar, 0.12715403128178995), Length: 2.8742417102412388, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 378 ms|Time for KNN: 376 ms|Heap fetches: 314|Max heap size: 186
184397 [4, 6, 4, 4, 0] 5 [2, 3]|Found route: [POIs: (2873, 184084, pharmacy, 1.0695371873910005), (4524, 166237, gas_station, 0.8394824781980493), (3071, 166243, pharmacy, 0.07209561972315767), (2912, 166142, pharmacy, 0.20945459860557494), (142, 166313, restaurant, 0.04147913342913012), Length: 2.2320490173469127, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 144 ms|Time for KNN: 143 ms|Heap fetches: 58|Max heap size: 34
318449 [3, 2, 2, 1, 2] 5 [1, 2]|Found route: [POIs: (2760, 175074, movie_theater, 0.29750601424133777), (2427, 318634, atm_bank, 0.3060237929820931), (2566, 318521, atm_bank, 0.08633708208375368), (1520, 318521, coffee_shop, 0.0), (2566, 318521, atm_bank, 0.0), Length: 0.6898668893071845, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 19 ms|Time for KNN: 19 ms|Heap fetches: 30|Max heap size: 20
100654 [1, 0, 0, 2, 5] 5 [1, 2]|Found route: [POIs: (884, 102350, coffee_shop, 1.1491770037834765), (884, 102350, restaurant, 0.0), (1436, 102392, restaurant, 0.04947069039367913), (2515, 101767, atm_bank, 0.03899541605138816), (3797, 101585, pub_bar, 0.12432517891292531), Length: 1.361968289141469, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 207 ms|Time for KNN: 205 ms|Heap fetches: 272|Max heap size: 132
86517 [5, 5, 1, 6, 5] 5 [0, 1]|Found route: [POIs: (3756, 88106, pub_bar, 1.129609644712512), (3755, 88064, pub_bar, 0.289346194638784), (658, 88026, coffee_shop, 0.150185482147398), (4487, 88016, gas_station, 0.17154235650037553), (3755, 88064, pub_bar, 0.048184897796523816), Length: 1.7888685757955933, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 35 ms|Time for KNN: 35 ms|Heap fetches: 39|Max heap size: 24
6442 [4, 4, 5, 5, 4] 5 [0, 1]|Found route: [POIs: (3369, 7494, pharmacy, 1.6314873999661261), (2871, 10204, pharmacy, 1.9488445467684532), (3436, 10079, pub_bar, 0.34366245139502943), (3436, 10079, pub_bar, 0.0), (2871, 10204, pharmacy, 0.3436624513950294), Length: 4.267656849524638, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 66 ms|Time for KNN: 65 ms|Heap fetches: 34|Max heap size: 24
281215 [4, 2, 6, 6, 3] 5 [2, 3]|Found route: [POIs: (3315, 278020, pharmacy, 0.9288646606983624), (2592, 278204, atm_bank, 0.11385184320034795), (4526, 276863, gas_station, 1.7054411445134967), (4539, 276224, gas_station, 0.6156235559014662), (2747, 275432, movie_theater, 0.9120425327118759), Length: 4.275823737025549, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 950 ms|Time for KNN: 948 ms|Heap fetches: 376|Max heap size: 105
149903 [5, 6, 6, 6, 3] 5 [1, 2]|Found route: [POIs: (4139, 147275, pub_bar, 1.55113792763003), (4535, 147405, gas_station, 0.300420844424157), (4468, 100177, gas_station, 1.1138838498910382), (4468, 100177, gas_station, 0.0), (2706, 99914, movie_theater, 0.2978879096961585), Length: 3.2633305316413836, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2139 ms|Time for KNN: 2135 ms|Heap fetches: 740|Max heap size: 240
209531 [2, 5, 5, 4, 2] 5 [1, 2]|Found route: [POIs: (2265, 203574, atm_bank, 2.2392055516096465), (3554, 203572, pub_bar, 0.010871116840759705), (3524, 203467, pub_bar, 0.030487187120920328), (3304, 204958, pharmacy, 0.12628974654669853), (2226, 205336, atm_bank, 0.039345184529613345), Length: 2.4461987866476385, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 125 ms|Time for KNN: 124 ms|Heap fetches: 101|Max heap size: 66
268890 [0, 5, 4, 1, 1] 5 [3, 4]|Found route: [POIs: (1747, 264629, restaurant, 4.7922767939890845), (3786, 263391, pub_bar, 0.39593776172271145), (3371, 259575, pharmacy, 0.13835238488099527), (711, 259713, coffee_shop, 0.19331536380751907), (740, 263232, coffee_shop, 0.534210727201581), Length: 6.054093031601891, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 515 ms|Time for KNN: 513 ms|Heap fetches: 241|Max heap size: 82
428724 [2, 2, 6, 3, 2] 5 [0, 1]|Found route: [POIs: (2500, 242905, atm_bank, 11.814278644387564), (2501, 242894, atm_bank, 0.012204677133700673), (4506, 242566, gas_station, 0.708424102550497), (2721, 241637, movie_theater, 0.6450943996407245), (2295, 241941, atm_bank, 0.2243611427751827), Length: 13.404362966487668, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1037 ms|Time for KNN: 1036 ms|Heap fetches: 193|Max heap size: 152
376195 [0, 1, 1, 1, 2] 5 [1, 2]|Found route: [POIs: (602, 372709, restaurant, 1.561184953500956), (602, 372709, coffee_shop, 0.0), (605, 372709, coffee_shop, 0.0), (602, 372709, coffee_shop, 0.0), (2101, 372716, atm_bank, 0.05777093434138697), Length: 1.6189558878423431, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 117 ms|Time for KNN: 116 ms|Heap fetches: 134|Max heap size: 42
225321 [5, 5, 0, 3, 5] 5 [0, 1]|Found route: [POIs: (3437, 225568, pub_bar, 0.5984343758396271), (4359, 225425, pub_bar, 0.3500767236198942), (979, 225425, restaurant, 0.0), (2777, 166597, movie_theater, 1.1038435280646344), (3478, 166617, pub_bar, 0.04855426596881568), Length: 2.100908893492971, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1862 ms|Time for KNN: 1831 ms|Heap fetches: 2169|Max heap size: 1661
190967 [4, 5, 3, 3, 2] 5 [2, 3]|Found route: [POIs: (2898, 58520, pharmacy, 1.6702980341004638), (3575, 57583, pub_bar, 1.10819873837712), (2797, 57488, movie_theater, 0.059905944472052), (2782, 56332, movie_theater, 0.21608947567133693), (2131, 56373, atm_bank, 0.13291443926909388), Length: 3.1874066318900676, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 218 ms|Time for KNN: 217 ms|Heap fetches: 243|Max heap size: 97
114162 [2, 5, 5, 4, 4] 5 [1, 2]|Found route: [POIs: (2189, 114350, atm_bank, 0.6609872321122437), (4076, 114442, pub_bar, 0.23823983971091883), (4074, 114442, pub_bar, 0.0), (3247, 114360, pharmacy, 0.2094758847336942), (3247, 114360, pharmacy, 0.0), Length: 1.1087029565568567, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 34 ms|Time for KNN: 33 ms|Heap fetches: 46|Max heap size: 37
