Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
336933 [5, 0, 5, 0, 0] 5 [0, 2]|Found route: [POIs: (3660, 337985, pub_bar, 0.8523183403290608), (486, 326405, restaurant, 0.1657114528522753), (3636, 326404, pub_bar, 0.0019203581108441896), (486, 326405, restaurant, 0.0019203581108441896), (486, 326405, restaurant, 0.0), Length: 1.0218705094030245, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 6 ms|Time for KNN: 6 ms|Heap fetches: 9|Max heap size: 7
371769 [4, 1, 4, 1, 5] 5 [0, 2]|Found route: [POIs: (2857, 381926, pharmacy, 0.8204673327382378), (1220, 382505, coffee_shop, 0.9299969800418889), (2948, 382438, pharmacy, 0.24559116074483925), (1220, 382505, coffee_shop, 0.24559116074483925), (3950, 382508, pub_bar, 0.034411193095483135), Length: 2.2760578273652885, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 36 ms|Time for KNN: 35 ms|Heap fetches: 16|Max heap size: 13
374781 [1, 3, 4, 3, 6] 5 [1, 3]|Found route: [POIs: (900, 390195, coffee_shop, 5.480585467045316), (2755, 390195, movie_theater, 0.0), (3081, 391440, pharmacy, 0.3632317980796005), (2707, 388877, movie_theater, 0.14860550653280633), (4475, 389368, gas_station, 0.8638376683112173), Length: 6.85626043996894, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 4739 ms|Time for KNN: 4735 ms|Heap fetches: 479|Max heap size: 129
227327 [6, 5, 4, 3, 4] 5 [2, 4]|Found route: [POIs: (4457, 226168, gas_station, 0.2956134137304812), (3987, 225761, pub_bar, 1.2954073120865868), (2956, 166564, pharmacy, 0.19831345159170652), (2777, 166597, movie_theater, 0.7013951899198019), (3063, 166618, pharmacy, 0.16621772815466154), Length: 2.656947095483238, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 899 ms|Time for KNN: 896 ms|Heap fetches: 567|Max heap size: 278
330408 [3, 4, 3, 3, 1] 5 [0, 2]|Found route: [POIs: (2804, 237364, movie_theater, 0.3935402751989342), (2977, 190108, pharmacy, 0.4764607930009835), (2779, 189790, movie_theater, 0.5491492369285189), (2779, 189790, movie_theater, 0.0), (1739, 190337, coffee_shop, 0.06106800685090195), Length: 1.4802183119793384, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 50 ms|Time for KNN: 50 ms|Heap fetches: 51|Max heap size: 26
183871 [3, 5, 3, 2, 3] 5 [0, 2]|Found route: [POIs: (2777, 166597, movie_theater, 1.2626049466921252), (3478, 166617, pub_bar, 0.04855426596881568), (2794, 166640, movie_theater, 0.4420933944058166), (2201, 166188, atm_bank, 0.29857394327356623), (2794, 166640, movie_theater, 0.29857394327356623), Length: 2.35040049361389, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 221 ms|Time for KNN: 220 ms|Heap fetches: 154|Max heap size: 44
382373 [1, 3, 1, 6, 3] 5 [0, 2]|Found route: [POIs: (1220, 382505, coffee_shop, 0.4852473255661916), (2755, 390195, movie_theater, 2.7400944755475463), (900, 390195, coffee_shop, 0.0), (4475, 389368, gas_station, 1.2943599214794657), (2707, 388877, movie_theater, 0.8638376683112174), Length: 5.383539390904421, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 373 ms|Time for KNN: 373 ms|Heap fetches: 42|Max heap size: 26
304293 [5, 6, 0, 6, 5] 5 [1, 3]|Found route: [POIs: (3647, 304077, pub_bar, 0.7589267434781666), (4379, 304074, gas_station, 0.609204599125439), (1265, 318886, restaurant, 1.3489983626579034), (4522, 318959, gas_station, 0.022465046966977233), (3903, 318731, pub_bar, 0.3343703129727484), Length: 3.0739650652012336, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 6577 ms|Time for KNN: 6526 ms|Heap fetches: 4255|Max heap size: 1491
9293 [0, 3, 3, 3, 2] 5 [1, 3]|Found route: [POIs: (1471, 12614, restaurant, 2.527553196722665), (2775, 12609, movie_theater, 0.09991364814858597), (2775, 12609, movie_theater, 0.0), (2771, 20112, movie_theater, 3.1703005820765684), (2225, 20017, atm_bank, 0.054451608969453016), Length: 5.8522190359172725, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 861 ms|Time for KNN: 859 ms|Heap fetches: 163|Max heap size: 113
65548 [1, 1, 4, 1, 4] 5 [1, 3]|Found route: [POIs: (1828, 14015, coffee_shop, 1.1941295512644499), (1828, 14015, coffee_shop, 0.0), (3083, 14015, pharmacy, 0.0), (693, 13625, coffee_shop, 1.0155968157411475), (3277, 13588, pharmacy, 0.22257661609086526), Length: 2.4323029830964624, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 67 ms|Time for KNN: 67 ms|Heap fetches: 53|Max heap size: 34
338666 [5, 4, 5, 5, 0] 5 [0, 2]|Found route: [POIs: (3434, 338574, pub_bar, 0.29889175612535424), (3216, 344691, pharmacy, 0.5028598239254577), (3482, 344737, pub_bar, 0.1330192853497365), (3482, 344737, pub_bar, 0.0), (813, 344691, restaurant, 0.1330192853497365), Length: 1.067790150750285, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 23 ms|Time for KNN: 22 ms|Heap fetches: 25|Max heap size: 10
133629 [3, 2, 5, 6, 5] 5 [2, 4]|Found route: [POIs: (2787, 299711, movie_theater, 2.3394735370393085), (2291, 294344, atm_bank, 0.6256758351398346), (3635, 294433, pub_bar, 0.32550495700983073), (4517, 294319, gas_station, 0.2588254150904584), (3589, 294307, pub_bar, 0.04380798423357381), Length: 3.593287728513006, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 193 ms|Time for KNN: 192 ms|Heap fetches: 130|Max heap size: 111
219498 [2, 3, 6, 3, 5] 5 [1, 3]|Found route: [POIs: (2159, 229529, atm_bank, 7.012365164270158), (2794, 166640, movie_theater, 6.753785154350372), (4524, 166237, gas_station, 0.24060291803385395), (2777, 166597, movie_theater, 0.556179625806515), (3478, 166617, pub_bar, 0.04855426596881568), Length: 14.611487128429717, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 18003 ms|Time for KNN: 17983 ms|Heap fetches: 1200|Max heap size: 797
