Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
136794 [5, 2, 3, 4, 4] [0, 1]|Found route: [POIs: (4339, 139330, pub_bar, 1.389286897222202), (2413, 139330, atm_bank, 0.0), (2752, 139330, movie_theater, 0.0), (3312, 139296, pharmacy, 0.16554107566978135), (3312, 139296, pharmacy, 0.0), Length: 1.5548279728919834, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 80 ms|Time for KNN: 28 ms|Heap fetches: 51|Max heap size: 40
41097 [0, 1, 4, 6, 6] [1, 0]|Found route: [POIs: (1429, 44120, restaurant, 3.8120662240390017), (1429, 44120, coffee_shop, 0.0), (4459, 50020, gas_station, 3.1285871412722077), (4459, 50020, gas_station, 0.0), (2891, 50533, pharmacy, 0.982162550698764), Length: 7.922815916009974, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 115 ms|Time for KNN: 88 ms|Heap fetches: 34|Max heap size: 24
151723 [5, 2, 4, 1, 4] [2, 0]|Found route: [POIs: (3741, 151691, pub_bar, 0.7267737510904689), (866, 151695, coffee_shop, 0.017178936671861402), (3162, 144922, pharmacy, 0.3033714294578183), (3162, 144922, pharmacy, 0.0), (2646, 144986, atm_bank, 0.07117468962007806), Length: 1.1184988068402266, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 84 ms|Time for KNN: 17 ms|Heap fetches: 44|Max heap size: 41
65920 [6, 1, 2, 4, 1] [3, 4]|Found route: [POIs: (4397, 76454, gas_station, 3.6998589218883273), (2408, 79763, atm_bank, 0.7324418404397294), (790, 79763, coffee_shop, 0.0), (3101, 79763, pharmacy, 0.0), (790, 79763, coffee_shop, 0.0), Length: 4.432300762328056, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 4716 ms|Time for KNN: 4018 ms|Heap fetches: 637|Max heap size: 566
415886 [3, 5, 2, 4, 5] [4, 1]|Found route: [POIs: (2295, 241941, atm_bank, 9.552105016672774), (3810, 241658, pub_bar, 0.41619448853452706), (3219, 241586, pharmacy, 0.05144114251911973), (2721, 241637, movie_theater, 0.243274488278464), (3810, 241658, pub_bar, 0.19183334575934433), Length: 10.45484848176423, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 4202 ms|Time for KNN: 3965 ms|Heap fetches: 230|Max heap size: 191
247304 [6, 6, 1, 3, 0] [2, 4]|Found route: [POIs: (4448, 241987, gas_station, 3.1810770182619086), (4448, 241987, gas_station, 0.0), (835, 241496, coffee_shop, 0.4510597165641303), (2721, 241637, movie_theater, 0.02460201233619288), (827, 241637, restaurant, 0.0), Length: 3.6567387471622315, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 422 ms|Time for KNN: 399 ms|Heap fetches: 18|Max heap size: 14
110793 [2, 1, 4, 4, 0] [1, 2]|Found route: [POIs: (1548, 103389, restaurant, 2.1218137857168506), (1548, 103389, coffee_shop, 0.0), (3330, 103120, pharmacy, 0.19087201336946177), (3330, 103120, pharmacy, 0.0), (2378, 103047, atm_bank, 0.029287680995913723), Length: 2.341973480082226, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 379 ms|Time for KNN: 304 ms|Heap fetches: 77|Max heap size: 58
298862 [0, 2, 0, 0, 2] [3, 1]|Found route: [POIs: (2584, 300511, atm_bank, 0.3425586384680127), (2584, 300511, atm_bank, 0.0), (1114, 300467, restaurant, 0.08162296518914794), (1114, 300467, restaurant, 0.0), (1114, 300467, restaurant, 0.0), Length: 0.4241816036571606, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 27 ms|Time for KNN: 0 ms|Heap fetches: 19|Max heap size: 17
188222 [3, 1, 0, 1, 2] [3, 0]|Found route: [POIs: (2788, 188701, movie_theater, 0.30323410978068566), (1989, 188701, coffee_shop, 0.0), (1989, 188701, restaurant, 0.0), (1989, 188701, coffee_shop, 0.0), (2328, 188695, atm_bank, 0.1697874703150172), Length: 0.47302158009570283, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 30 ms|Time for KNN: 0 ms|Heap fetches: 28|Max heap size: 12
259216 [0, 0, 1, 4, 0] [4, 1]|Found route: [POIs: (3009, 259527, pharmacy, 0.7403458941960293), (731, 259720, restaurant, 0.17799779943582617), (731, 259720, restaurant, 0.0), (711, 259713, coffee_shop, 0.0982452771624793), (711, 259713, restaurant, 0.0), Length: 1.0165889707943347, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 135 ms|Time for KNN: 6 ms|Heap fetches: 112|Max heap size: 106
328180 [6, 1, 3, 6, 3] [3, 0]|Found route: [POIs: (4489, 329198, gas_station, 0.8451080560553075), (2810, 327534, movie_theater, 0.8707669462238123), (2810, 327534, movie_theater, 0.0), (4488, 187942, gas_station, 0.9048449668641594), (2034, 187940, coffee_shop, 0.17451105911056244), Length: 2.7952310282538417, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1214 ms|Time for KNN: 835 ms|Heap fetches: 310|Max heap size: 261
358777 [2, 3, 6, 1, 5] [4, 0]|Found route: [POIs: (2109, 311437, atm_bank, 3.740980967433186), (2695, 310697, movie_theater, 0.6790983211548636), (4481, 310526, gas_station, 0.9185823850637844), (37, 309860, coffee_shop, 0.6418105406471779), (4090, 309643, pub_bar, 0.20755716027134813), Length: 6.18802937457036, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 11000 ms|Time for KNN: 9858 ms|Heap fetches: 990|Max heap size: 897
3784 [3, 0, 1, 6, 2] [2, 0]|Found route: [POIs: (2775, 12609, movie_theater, 9.43822021218252), (2475, 12609, atm_bank, 0.0), (1712, 12384, coffee_shop, 0.26585747089528056), (1712, 12384, restaurant, 0.0), (4443, 12115, gas_station, 1.356202882858769), Length: 11.06028056593657, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2186 ms|Time for KNN: 1229 ms|Heap fetches: 910|Max heap size: 120
381815 [0, 5, 5, 4, 1] [3, 1]|Found route: [POIs: (1225, 382214, restaurant, 0.6625147360810465), (3950, 382508, pub_bar, 0.562095560508038), (1220, 382505, coffee_shop, 0.034411193095483135), (2948, 382438, pharmacy, 0.24559116074483925), (3953, 382736, pub_bar, 0.12709776926739608), Length: 1.631710419696803, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 513 ms|Time for KNN: 297 ms|Heap fetches: 215|Max heap size: 174
401944 [2, 0, 2, 3, 2] [2, 0]|Found route: [POIs: (2349, 335178, atm_bank, 2.551212304458822), (2349, 335178, atm_bank, 0.0), (2349, 335178, atm_bank, 0.0), (2697, 335053, movie_theater, 0.07728252023476087), (511, 335049, restaurant, 0.09578903278671153), Length: 2.7242838574802946, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 5975 ms|Time for KNN: 5075 ms|Heap fetches: 838|Max heap size: 363
76581 [4, 6, 0, 0, 6] [3, 0]|Found route: [POIs: (3177, 77159, pharmacy, 1.0390428989608498), (4365, 78315, gas_station, 2.132743004394583), (4365, 78315, gas_station, 0.0), (263, 81325, restaurant, 0.3206384503913662), (263, 81325, restaurant, 0.0), Length: 3.4924243537467987, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2054 ms|Time for KNN: 1555 ms|Heap fetches: 338|Max heap size: 312
325713 [6, 5, 6, 5, 2] [1, 2]|Found route: [POIs: (4073, 322640, pub_bar, 0.8908135067456442), (4073, 322640, pub_bar, 0.0), (4377, 178603, gas_station, 1.865631286665058), (4377, 178603, gas_station, 0.0), (2663, 178605, atm_bank, 0.013637472958824347), Length: 2.7700822663695264, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 23627 ms|Time for KNN: 14862 ms|Heap fetches: 13397|Max heap size: 11251
262880 [3, 3, 6, 5, 1] [4, 3]|Found route: [POIs: (2722, 255396, movie_theater, 2.267221924135803), (2722, 255396, movie_theater, 0.0), (4515, 252558, gas_station, 1.1787468220398007), (3922, 252718, pub_bar, 0.35017396479419244), (617, 252644, coffee_shop, 0.14050402158432426), Length: 3.93664673255412, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 907 ms|Time for KNN: 870 ms|Heap fetches: 42|Max heap size: 33
27841 [2, 0, 0, 1, 2] [1, 2]|Found route: [POIs: (75, 28209, coffee_shop, 0.09175237474927236), (75, 28209, restaurant, 0.0), (75, 28209, restaurant, 0.0), (2357, 33209, atm_bank, 1.1638810992026127), (2357, 33209, atm_bank, 0.0), Length: 1.255633473951885, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 42 ms|Time for KNN: 22 ms|Heap fetches: 35|Max heap size: 33
119241 [4, 1, 0, 4, 5] [4, 2]|Found route: [POIs: (3366, 119238, pharmacy, 0.028933713648580228), (3366, 119238, pharmacy, 0.0), (1362, 119043, restaurant, 0.2630201785301803), (1362, 119043, coffee_shop, 0.0), (4184, 119050, pub_bar, 0.26135526069214754), Length: 0.553309152870908, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 40 ms|Time for KNN: 0 ms|Heap fetches: 40|Max heap size: 28
231742 [6, 0, 6, 6, 5] [1, 2]|Found route: [POIs: (3425, 229785, pub_bar, 1.803791746548479), (1717, 229559, restaurant, 0.1127774393023797), (4388, 229810, gas_station, 0.3856658526772249), (4388, 229810, gas_station, 0.0), (4388, 229810, gas_station, 0.0), Length: 2.3022350385280834, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 89 ms|Time for KNN: 60 ms|Heap fetches: 45|Max heap size: 31
314372 [0, 2, 5, 5, 4] [1, 3]|Found route: [POIs: (992, 324994, restaurant, 2.1057416580666257), (2369, 324994, atm_bank, 0.0), (3745, 325051, pub_bar, 0.03464635758360463), (3745, 325051, pub_bar, 0.0), (3269, 325007, pharmacy, 0.24329411259750264), Length: 2.3836821282477327, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 506 ms|Time for KNN: 144 ms|Heap fetches: 429|Max heap size: 202
112572 [5, 3, 2, 5, 1] [2, 4]|Found route: [POIs: (3846, 113977, pub_bar, 1.1452078062962379), (3846, 113977, pub_bar, 0.0), (2189, 114350, atm_bank, 0.15340926560655038), (2703, 114364, movie_theater, 0.21576875440247428), (1908, 114385, coffee_shop, 0.1170938522136542), Length: 1.6314796785189167, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 323 ms|Time for KNN: 136 ms|Heap fetches: 184|Max heap size: 138
