Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
171140 [0, 2, 4, 5, 1] [1, 2]|Found route: [POIs: (1330, 171018, restaurant, 0.35540959096585417), (2535, 167840, atm_bank, 0.2928379492249711), (3372, 167527, pharmacy, 0.22935963103258306), (4310, 167537, pub_bar, 0.02609891225237456), (852, 167394, coffee_shop, 0.06797292974779662), Length: 0.9716790132235795, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2896 ms|Time for KNN: 127082911 ms|Heap fetches: 739|Max heap size: 647
278535 [1, 4, 6, 2, 2] [3, 0]|Found route: [POIs: (2029, 275359, coffee_shop, 4.985924612271564), (3227, 275456, pharmacy, 0.2875244955177664), (2437, 275467, atm_bank, 0.10992855347150066), (2437, 275467, atm_bank, 0.0), (4539, 276224, gas_station, 1.0368976588755563), Length: 6.420275320136388, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 5938 ms|Time for KNN: 442162231 ms|Heap fetches: 1173|Max heap size: 682
99937 [6, 6, 6, 2, 5] [0, 1]|Found route: [POIs: (4418, 99385, gas_station, 0.5118649011379648), (4418, 99385, gas_station, 0.0), (4418, 99385, gas_station, 0.0), (2533, 99498, atm_bank, 0.14244116592479286), (3937, 99355, pub_bar, 0.10231349557950802), Length: 0.7566195626422656, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 911 ms|Time for KNN: 63667491 ms|Heap fetches: 63|Max heap size: 48
83129 [0, 5, 0, 4, 3] [4, 2]|Found route: [POIs: (4044, 95077, pub_bar, 3.6929364591701246), (2834, 95413, pharmacy, 0.19302526158991246), (11, 95231, restaurant, 0.1562832294697881), (11, 95231, restaurant, 0.0), (2682, 95231, movie_theater, 0.0), Length: 4.042244950229825, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 10025 ms|Time for KNN: 631034247 ms|Heap fetches: 2752|Max heap size: 1604
339726 [5, 5, 2, 5, 1] [2, 4]|Found route: [POIs: (4134, 338244, pub_bar, 0.8388007641565078), (4134, 338244, pub_bar, 0.0), (2324, 337938, atm_bank, 0.5342648214091164), (4095, 326434, pub_bar, 0.3354951911477765), (86, 326435, coffee_shop, 0.08517908592530078), Length: 1.7937398626387013, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2466 ms|Time for KNN: 396418137 ms|Heap fetches: 576|Max heap size: 486
165640 [4, 6, 3, 4, 6] [2, 3]|Found route: [POIs: (4524, 166237, gas_station, 1.1346529991499108), (4524, 166237, gas_station, 0.0), (2794, 166640, movie_theater, 0.24060291803385392), (3071, 166243, pharmacy, 0.28371068077594486), (3071, 166243, pharmacy, 0.0), Length: 1.6589665979597095, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1361 ms|Time for KNN: 83639119 ms|Heap fetches: 124|Max heap size: 108
8135 [1, 3, 6, 4, 5] [3, 0]|Found route: [POIs: (50, 10240, coffee_shop, 0.903391336885781), (4477, 11271, gas_station, 1.5800269162388358), (4089, 13556, pub_bar, 1.6201929547408358), (3280, 13697, pharmacy, 0.07343940150342651), (2775, 12609, movie_theater, 0.36749648728556056), Length: 4.54454709665444, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 7355 ms|Time for KNN: 473211756 ms|Heap fetches: 1130|Max heap size: 532
64018 [3, 1, 3, 1, 0] [2, 1]|Found route: [POIs: (1840, 13358, coffee_shop, 2.342015135633057), (1840, 13358, coffee_shop, 0.0), (2775, 12609, movie_theater, 0.6263516886728581), (2775, 12609, movie_theater, 0.0), (1471, 12614, restaurant, 0.09991364814858597), Length: 3.068280472454501, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 3017 ms|Time for KNN: 144616359 ms|Heap fetches: 366|Max heap size: 345
12121 [5, 6, 4, 0, 5] [2, 1]|Found route: [POIs: (4093, 12641, pub_bar, 0.4536869806806987), (4444, 14488, gas_station, 1.3144010756640603), (3168, 14663, pharmacy, 0.45986430938970313), (3931, 9225, pub_bar, 0.6337051048496349), (1183, 9327, restaurant, 0.10538866406960538), Length: 2.9670461346537027, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2801 ms|Time for KNN: 648443617 ms|Heap fetches: 404|Max heap size: 372
346426 [0, 3, 0, 1, 2] [4, 0]|Found route: [POIs: (1571, 335799, restaurant, 1.063074801747886), (1573, 395633, coffee_shop, 0.22694396505133724), (1573, 395633, restaurant, 0.0), (2697, 335053, movie_theater, 0.7216485273170985), (2349, 335178, atm_bank, 0.07728252023476088), Length: 2.0889498143510825, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 9417 ms|Time for KNN: 2890723379 ms|Heap fetches: 2591|Max heap size: 2242
227110 [4, 3, 1, 2, 6] [2, 4]|Found route: [POIs: (3255, 225660, pharmacy, 1.9897401472512124), (2144, 166255, atm_bank, 0.5184226761683239), (145, 166258, coffee_shop, 0.03470899078975456), (2794, 166640, movie_theater, 0.5768146590778528), (4524, 166237, gas_station, 0.24060291803385395), Length: 3.3602893913209977, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 14604 ms|Time for KNN: 570706121 ms|Heap fetches: 3939|Max heap size: 2755
279823 [2, 0, 3, 1, 3] [0, 1]|Found route: [POIs: (2660, 275363, atm_bank, 6.27465232275618), (2029, 275359, restaurant, 0.031605295108438736), (2029, 275359, coffee_shop, 0.0), (2747, 275432, movie_theater, 0.3073110298188722), (2747, 275432, movie_theater, 0.0), Length: 6.613568647683491, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 5437 ms|Time for KNN: 421867083 ms|Heap fetches: 932|Max heap size: 814
216574 [5, 1, 0, 1, 6] [4, 3]|Found route: [POIs: (3524, 203467, pub_bar, 5.152135618470342), (205, 203467, coffee_shop, 0.0), (205, 203467, restaurant, 0.0), (1378, 204958, coffee_shop, 0.12628974654669853), (4496, 205493, gas_station, 0.7277781312112687), Length: 6.006203496228308, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 27474 ms|Time for KNN: 3762802339 ms|Heap fetches: 9300|Max heap size: 2945
293280 [5, 0, 6, 4, 1] [1, 0]|Found route: [POIs: (4156, 293239, pub_bar, 0.043291113409845636), (1614, 293855, restaurant, 0.41735889510277163), (4419, 294191, gas_station, 0.9180912264384734), (2884, 294449, pharmacy, 0.3278487284244384), (300, 294195, coffee_shop, 0.4224604351946488), Length: 2.129050398570178, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 116372 ms|Time for KNN: 7383427883 ms|Heap fetches: 47061|Max heap size: 24756
290114 [6, 3, 1, 6, 1] [3, 2]|Found route: [POIs: (2727, 363315, movie_theater, 7.048388536047976), (1653, 363424, coffee_shop, 0.2611538717094461), (1653, 363424, coffee_shop, 0.0), (4426, 361068, gas_station, 2.539400238004091), (4426, 361068, gas_station, 0.0), Length: 9.848942645761513, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 6892 ms|Time for KNN: 97163878 ms|Heap fetches: 915|Max heap size: 672
342254 [2, 2, 1, 4, 0] [4, 1]|Found route: [POIs: (2178, 341966, atm_bank, 0.8437503768144675), (2178, 341966, atm_bank, 0.0), (1580, 341713, coffee_shop, 0.026004514607199457), (2913, 341712, pharmacy, 0.05961896333181632), (1580, 341713, restaurant, 0.05961896333181632), Length: 0.9889928180852996, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 972 ms|Time for KNN: 39315950 ms|Heap fetches: 43|Max heap size: 31
172534 [5, 2, 5, 6, 4] [3, 1]|Found route: [POIs: (3571, 177354, pub_bar, 1.1542362833373803), (2485, 187278, atm_bank, 0.4581824882456827), (2942, 187536, pharmacy, 0.2928676453202612), (4488, 187942, gas_station, 0.29899211312304763), (4019, 187311, pub_bar, 0.31174362158972624), Length: 2.516022151616098, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 170380 ms|Time for KNN: 51558222673 ms|Heap fetches: 42862|Max heap size: 42798
